,press company,date,title,url,abstract,date detail,head article,main article
0,https://www.tokenpost.kr/,2017. 5. 1.,"스포티파이, 블록체인 활용 모색 .. 전문 업체 인수 - TokenPost",https://www.tokenpost.kr/article-140,"세계 최대 음악 스트리밍 서비스 제공업체인 스포티파이(Spotify)가 블록체인 전문 업체를 최근 인수했다.스포티파이는 지난 4월 
26일 공식 ...",2017-05-01 월 11:05,세계 최대 음악 스트리밍 서비스 제공업체인 스포티파이(Spotify)가 블록체인 전문 업체를 최근 인수했다.,"스포티파이는 지난 4월 26일 공식 홈페이지를 통해 블록체인 전문 업체인 미디어체인 랩스(Mediachain Labs)가 자신들과 한 팀이 되었다고 발표했다. 미국 브루쿨린에 위치한 미디아체인 랩스는 음악 산업에서 블록체인 기술을 활용해 더 향상된 방식으로 데이터를 관리하기 위한 방안을 모색하는 미디어체인 프로젝트를 주도하고 있다고 회사측은 전했다.미디어체인 팀은 스포티파이의 뉴욕 사무소에 합류, 음악 산업에서 창작자과 권리 소유자들이 보다 공정하고 투명하게 보상을 받을 수 있도록 하는 스포티파이의 여정에 함께하게 될 것이라고 회사측은 말했다.미디어체인은 분산화된 데이터 네트워크로 조직이나 창작자, 개발자들이 손쉽게 창작물에 대해 정보를 공유하고 재사용할 수 있도록 지원한다고 미디어체인 랩스측은 밝혔다. 음악을 위한 공유된 메타데이터 네트워크인 미디어체인은 어떤 중앙의 통제도 없이 다양한 참여자들이 데이터를 제공할 수 있도록 단일화된 인터페이스를 지원한다고 덧붙였다.한편 미디어체인 랩스는 음악에 관한 정확한 정보 - 특히, 누가 만들었고 누가 이에 대한 권리를 소유하고 있는지-가 없는 경우가 있어 추후에 분쟁이 발생한다고 전했다. 디지털 서비스 제공업체들의 경우, 어떤 아티스트와 어떤 권리 소유자에게 돈을 지불해야 할 지 모르는 상황이 벌어져 음악 산업 전체에 영향을 미치는 사례를 어렵지 않게 찾을 수 있다는 설명이다. 스포티파이의 경우에도 최근 정확하게 누구에게 로열티를 지불해야 할 지 몰라서 분쟁에 휘말렸고, 이로 인해 관련 협회(National Music Publishers Association)와 3억달러에 합의한 바 있다고 전했다.미디어체인이 미디어 관련 기관, 인터넷 플랫폼 업체, 창작자, 협업을 위한 혁신적인 개발자 등이 함께하는 개방화되고 분산화된 데이터 네트워크로 성장, 협업과 혁신으로 새로운 미디어 애플리케이션이 공정한 조건으로 구축될 수 있기를 기대한다고 미디어체인 랩스는 말했다.

이성주 기자 [email protected]"
1,https://www.tokenpost.kr/,2017. 5. 2.,"블록체인 통한 보험정보 공유: 도쿄마린, 세계가 주목 - TokenPost",https://www.tokenpost.kr/article-142,"보험 분야에서 블록체인의 활용을 다각도로 타진하는 가운데, 일본 도쿄마린 니치도 화재보험이 앞선 적용 사례로 유럽에서 열린 행사에서 
혁신적 ...",2017-05-02 화 11:41,"보험 분야에서 블록체인의 활용을 다각도로 타진하는 가운데, 일본 도쿄마린 & 니치도 화재보험이 앞선 적용 사례로 유럽에서 열린 행사에서 혁신적이라는 평가를 받았다. ","세계 130개국의 은행 및 보험 회사를 회원으로 둔 글로벌 비영리 재단인 Efma와 컨설팅업체인 액센츄어가 공동으로 제정, 지난달 27일(영국 시간) 발표한 ‘보험에서의 혁신상(Efma-Accenture Innovation in Insurance awards)’에서 도쿄마린은 블록체인 기술 적용 사례로 2위를 수상했다. 세계 38개국 150개 기관에서 220개의 후보작이 경합을 벌인 이번 시상에서 이탈리아 보험사인 앗시쿠라치오니 제네랄리(Assicurazioni Generali)가 올해의 '글로벌 혁신가'상을 수상했다. 이 회사는 크라우드 소싱, 인큐베이션 이니셔티브, 스타트업과의 협력, 글로벌 조직들과의 파트너십 등에서 탁월하고 차별화된 모습을 보였다는 평가를 받았다. 도쿄마린은 커넥티드 보험 및 생태계 부문(Connected Insurance & Ecosystems)에서  ‘블록체인 상의 의료정보 공유(Sharing Medical Information on Blockchain)’로 수상했다. 관련된 참여자들이 블록체인 플랫폼을 이용해 환자의 의료 정보를 공유함으로써 서비스의 픔질을 개선하고 관리 비용을 낮출 수 있도록 꾸며졌다고 회사측은 설명했다. 이성주 기자 [email protected] "
2,https://www.tokenpost.kr/,2017. 3. 29.,"알리바바, 블록체인으로 중국내 가짜 음식 근절 추진 .. 호주 정부가 지원",https://www.tokenpost.kr/article-69,"세계 최대 전자상거래 업체인 알리바바가 중국 전반에 늘어나는 가짜 음식의 판매를 근절하기 위해 블록체인을 활용키로 했다. 가짜 음식 
판매 근절 ...",2017-03-29 수 10:43,세계 최대 전자상거래 업체인 알리바바가 중국 전반에 늘어나는 가짜 음식의 판매를 근절하기 위해 블록체인을 활용키로 했다. ,"가짜 음식 판매 근절 프로젝트에는 호주 체신부(Australia Post)를 비롯해 천연 건강 업체인 블랙모어(Blackmores), 컨설팅 업체인 PwC가 힘을 더한다. 블록체인 활용 이니셔티브는 식료품의 추적 가능성을 높여 사기 위험성을 줄이며, 호주가 고품질의 식료품 수출업자로서 신뢰받을 수 있도록 보장하는 방식으로 이뤄진다고 호주 체신부는 전했다. 호주 체신부 본부장인 밥 블랙(Bob Black)은 이번 프로젝트가 중국 소비자들에게 진짜 상품이 안전하게 도달할 수 있도록 보장하는데 도움을 될 것이라고 말했다. 그는 “농장에서 식탁까지 음식을 추적하고 공급망을 강화해 나갈 것”이라며 “가짜 음식 근절을 위한 이니셔티브는 우리의 안전하고, 신뢰할만한 신속한 서비스를 활용해 중국으로 가는 호주 상품의 인증을 지원한다”고 덧붙였다. 

가짜 음식 판매 근절 프로젝트는 블록체인 기술을 포함한 새로운 기술을 활용하게 될 것이라고 호주 체신부는 말했다. 특히 블록체인 기술은 탈중앙화되고 쉽게 사용가능한 데이터베이스로 제공자로부터 어디에서 그리고 어떻게 음식이 자라는지, 공급망에 걸쳐 음식이 가는 루트를 그리는 등 주요한 정보를 전달하게 될 것이라고 설명했다. 음식과 관련한 사기는 잠재적인 건강 위험요소일 뿐만 아니라 글로벌 음식 업계가 직면한 심각한 문제 중 하나라고 호주 체신부는 말했다. 특히 식품 위조자들은 건강 보조제, 맥주, 와인, 꿀, 체리 등 유명한 호주 상품을 겨낭해왔다고 덧붙였다. 한편 알리바바는 지난 2014년부터 호주 기업들이 티몰 글로벌, 타오바오 글로벌 및 1688.com 등 알리바바의 주요 플랫폼에 걸쳐 상품을 판매할 수 있도록 지원하고 있다. 최근에는 호주 체신부 온라인 상점을 말레이시아, 싱가포르 및 인도네시아로 확대하는 협정을 맺었다. 이는 동남아시아의 전자상거래 선두 네트워크인 라자다(Lazada)에 의해 운영될 예정이다. 알리바바는 라자다의 주식 과반 이상을 보유하고 있다.유지수 기자 [email protected]"
3,https://www.tokenpost.kr/,2017. 6. 9.,"미래부, 융합보안 시범사업에 블록체인 등 4개 과제 선정 - TokenPost",https://www.tokenpost.kr/article-205,"미래창조과학부가 ICT 융합 제품 및 서비스의 안전한 제공을 위해 필요한 보안 기술을 개발하고, 이를 시범 적용하는 융합보안 시범 사업 
과제로 ...",2017-06-09 금 12:11,"미래창조과학부가 ICT 융합 제품 및 서비스의 안전한 제공을 위해 필요한 보안 기술을 개발하고, 이를 시범 적용하는 ‘융합보안 시범 사업’ 과제로 블록체인, 인공지능, 홈 가전, 데이터 보안 등 4개 과제를 선정했다.","블록체인 분야는 블로코가 사물인터넷 기기 인증에 블록체인 기술을 활용하는 서비스를 개발하는 과제로 선정됐다고 미래부는 전했다. 스마트 팩토리와 스마트 그리드 등의 사물인터넷 기기 인증 서비스에서 보안성 강화 및 블록체인 서비스의 활성화에 기여할 것으로 미래부는 예상했다.인공지능 분야는 씨티아이랩이 지능형 지속공격과 같이 알려지지 않은 사이버 위협을 방어하기 위해 인공지능 기반의 차세대 사이버위협 인텔리전스 플랫폼을 개발하게 되고, 홈가전 분야에서는 LG CNS가 홈 사물인터넷 기기에 적용가능한 복제 불가능한 보안칩 솔루션을 각각 개발한다.데이터 보안 분야에서는 엠투어플이 기업이나 개인 네트워크에 연결된 장비의 중요 정보를 보안 처리하는 서비스를 마련한다.미래부는 이번에 선정한 4개 과제에 총 6억원을 지원할 예정이라고 말했다.
선정된 과제의 수행 기관은 올해 12월까지 기술 및 서비스 개발과 시범 적용을 추진하고, 추진 과정에서 산학연 보안 전문가에게 자문 및 기술 지원을 받으며 과제를 진행하게 된다고 설명했다.이성주 기자 [email protected]"
4,https://www.tokenpost.kr/,2017. 5. 25.,"카카오, 블록체인 기반 공인인증서 6월 출시",https://www.tokenpost.kr/article-181,"카카오가 오는 6월부터 블록체인을 활용한 공인인증서 발급 서비스를 개시한다.카카오페이의 이진 사업총괄 이사는 25일 더블록체인과 만나 
내달 ...",2017-05-25 목 16:17,카카오가 오는 6월부터 블록체인을 활용한 공인인증서 발급 서비스를 개시한다.,"카카오페이의 이진 사업총괄 이사는 25일 더블록체인과 만나 “내달 첫 선을 보이는 카카오 공인인증서 서비스의 보안을 강화하기 위해 블록체인 기술을 채택했다”고 말했다. 블록체인 기술을 접목하기 위해 별도로 외부 전문 업체의 도움을 구하지 않고 자체적으로 개발했다고 이 이사는 말했다.카카오페이는 향후 블록체인의 적용 분야를 확대해 나간다는 계획이다. 이 이사는 서비스 초기에는 블록체인을 보안 강화 용도로만 사용했지만 향후에는 KYC(Know Your Customer)에도 활용할 계획이라고 전했다.한편 카카오페이는 인증서비스 출시 시점에는 신한생명, 한화손해보험, 대신증권, 금융결제원, KT에스테이트 등 5곳을 통해 서비스를 제공할 예정이라고 밝혔다. 이어 연말까지는 대형 이용기관을 15개 이상으로 확대하고 앱투앱(app-to-app) 인증 등 서비스를 고도화시킬 계획이라고 덧붙였다.카카오페이는 인증서 서비스를 통해 안전하고 편리한 인증 서비스를 모든 곳에서 사용할 수 있도록 발전시켜 나갈 것이라고 말했다.카카오의 블록체인 활용 구상 및 페이먼트 서비스에 대한 추가적 내용은 격주간 블록체인 업데이트 및 위클리 핀테크 업데이트에서 확인할 수 있다.이성주 기자 [email protected]"
5,https://www.tokenpost.kr/,2017. 4. 5.,블록체인서 다양한 기밀 자산 발행을 손쉽게 ... 블록스트림 신기능 추가,https://www.tokenpost.kr/article-81,"블록체인 기술 전문 업체인 블록스트림(Blockstream)은 자사의 블록체인 플랫폼인 엘레멘츠(Elements)에 다양한 자산을 
손쉽게 발행, 관리, 이전할 ...",2017-04-05 수 10:24,"블록체인 기술 전문 업체인 블록스트림(Blockstream)은 자사의 블록체인 플랫폼인 엘레멘츠(Elements)에 다양한 자산을 손쉽게 발행, 관리, 이전할 수 있는 기능을 추가했다고 3일(미국 시간) 밝혔다.",컨피덴셜 에셋(Confidential Assets)이라고 불리는 새로운 기능은 비트코인 블록체인이 제공하는 수준의 보안 및 감사 가능성을 동시에 제공하면서 암호화를 통해 비밀을 유지할 수 있도록 지원한다고 회사측은 말했다.컨피덴셜 에셋은 블록체인 사용자들이 거래 당사자들 간에 자산 종류와 거래량을 모두 암호화해 거래 중에 다수의 자산 종류를 관리할 수 있다고 블록스트림은 전했다. 컨피덴셜 에셋으로 구축된 블록체인은 공개적으로 정확성이 증명되며 거래에 관여하는 당사자들에게 숨겨진 자산 가치 및 종류를 선택적으로 밝힐 수 있는 능력을 포함한 교환의 프라이버시에 대한 통제권을 부여한다는 것을 의미한다고 회사측은 설명했다.블록스트림 CEO인 아담 백(Adam Back)은 “디지털 환경에서 금융 거래의 프라이버시와 보안은 그 어느 때 보다 중요하다”며. “컨피덴셜 에셋은 퍼블릭 블록체인에서 사용자가 자신의 거래와 상업적 활동에 관한 금융 정보를 보호할 수 있도록 지원한다”고 말했다. 또한 “다양한 자산 종류를 지원하고 프라이버시에 대한 통제를 사용자에게 맡김으로써 솔루션 제공업체나 기업들은 가치 있는 적용 사례를 늘려나갈 수 있을 것”이라고 덧붙였다.블록스트림의 전략적 파트너인 디지털 게라지의 CEO 카오류 하야시(Kaoru Hayashi)는 “블록스트림의 엘레멘츠에 새롭게 추가된 컨피덴셜 에셋을 사용해 상업적 비밀 유지의 본질적 필요 요건을 보존하면서 블록체인 자산 토큰을 실시간으로 교환할 수 있게 됐다”고 말했다.유지수 기자 [email protected]
6,https://www.tokenpost.kr/,2017. 3. 28.,"보험사의 블록체인 활용, 유즈케이스부터 살펴보라 : 셀런트",https://www.tokenpost.kr/article-67,"최근 글로벌 보험사들이 앞다퉈 블록체인의 활용을 모색하고 있는 가운데, 전문 컨설팅업체인 셀런트는 다른 보험사의 유즈케이스를 우선 
참조할 ...",2017-03-28 화 15:13,"최근 글로벌 보험사들이 앞다퉈 블록체인의 활용을 모색하고 있는 가운데, 전문 컨설팅업체인 셀런트는 다른 보험사의 유즈케이스를 우선 참조할 것을 조언했다. ","셀런트의 공경순 애널리스트는 지난 3월 20일 서울 포스코P&S타워에서 열린 ‘2회 인슈어테크 & 블록체인 컨퍼런스’에서 ‘글로벌 사례로 보는 인슈어테크와 블록체인의 현재’라는 주제발표를 통해, ‘글로벌 보험 업계에서 블록체인이 천천히, 그러나 의미있게 확산되고 있다”고 전했다.공 애널리스트는 “공급자 관리와 같은 내부 프로세스에 중점을 둔 사례는 복잡성은 적지만 기회 역시 제한적”이라며 “블록체인의 거대 기회는 가치망 전반에 걸쳐 참여자의 수가 늘어나면서 증대된다”고 말했다. 셀런트는 앞으로 1년 이내에 보험 업계에서 보험 회사와 IT 업체들간 공동 개발을 포함해 다양한 개념증명 프로젝트가 진행될 것으로 내다봤다. 또한 은행들과 마찬가지로 블록체인 관련 컨소시엄에 참여하는 보험 회사들이 증가할 것이라고 예상했다. 또한 보험 분야의 감독 당국에서 블록체인에 대한 관심도 늘어날 것이라고 덧붙였다. 공 애널리스트는 보험 회사는 기술 및 비즈니스 파트너와 협력해 분산원장이 제공하는 다양한 상호작용 모드를 테스트할 것을 권했다. 외부의 관점은 다른 사람들이 문제를 어떻게 해결하고 있는지에 대한 이해를 높인다고 말했다. 한편 2회 인슈어테크 & 블록체인 컨퍼런스에서 도쿄마린 등의 블록체인 도입 및 계획 등은 격주간 블록체인 업데이트(4월 3일자)를 통해 확인할 수 있다. 
이성주 기자 [email protected]"
7,https://www.tokenpost.kr/,2017. 4. 28.,"록히드마틴, 블록체인 활용하는 첫 군수업체 - TokenPost",https://www.tokenpost.kr/article-137,"세계 최대 군수업체인 록히드마틴이 미국 군수 업계 처음으로 블록체인을 채택한다.록히드마틴은 블록체인 기술을 개발 프로세스에 적용해 
연방 ...",2017-04-28 금 07:51,세계 최대 군수업체인 록히드마틴이 미국 군수 업계 처음으로 블록체인을 채택한다.,"록히드마틴은 블록체인 기술을 개발 프로세스에 적용해 연방 정부에 보다 효율적이고 확실한 제공이 이뤄지도록 할 방침이라고 27일(미국 현지시간) 밝혔다.록키드마틴은 블록체인 전문업체인 가드타임 페더럴(Guardtime Federal)을 주요 공급업체로 선정하고 사이버 관련 다양한 요소들을 시스템 엔지니어링 프로세스, 공금망 위험 관리, 소프트웨어 개발 등에 적용키로 했다고 말했다.록히드마틴과 가드타임 페더럴은 지난 2015년부터 네트워크로 연결되고 무기 시스템을 내장한 사이버 물리 시스템에서의 조작 위협에 대처하는 데이터 무결성 기술의 시연을 진행해 왔다고 전했다. 양사는 개발 및 현장 생애 주기 전반에 걸친 사이버 위협이 지속적으로 진화하는 것에 대응하기 위한 진행 평가도 수행해 왔다고 덧붙였다.록히드마틴은 가드타임 페더럴의 블랙 랜턴(Black Lantern) 애플리케이션과 전국적으로 분산된 가드타임 페더럴 코어 블록체인 인프라스트럭처를 이용해서 보다 효율적이고 안전한 소프트웨어 개발 및 공급망 위험 관리를 달성한다는 구상이다.록히드마틴과 가드타임 페더럴은 사이버 인식 시스템 엔지니어링(Cyber Aware Systems Engineering)이라는 개념을 완성시켜 나갈 계획이라고 전했다. 특히 록히드마틴은 새롭고, 비전통적인 접근 방식과 기술 및 프로세스를 비즈니스에 적용할 사이버 보안의 설계 방안을 탐색하고 있다고 전했다. 새로운 사이버 보안 접근방식은 데이터 무결성을 향상시키고, 문제 발견 속도를 증대시키며, 예정된 위험을 줄여주는 회귀 테스트의 양을 줄여 줄 것이라고 회사측은 덧붙였다.이성주 기자 [email protected]"
8,https://www.tokenpost.kr/,2017. 4. 21.,"일본, 캄보디아 중앙은행 블록체인 도입 지원 … 글로벌 블록체인 표준화 첫발",https://www.tokenpost.kr/article-120,"일본 블록체인 업체인 소라미츠(Soramitsu)가 캄보디아 중앙은행의 블록체인 도입을 지원한다. 소라미츠는 자신들의 주도하는 
하이퍼레저 이로 ...",2017-04-21 금 10:39,일본 블록체인 업체인 소라미츠(Soramitsu)가 캄보디아 중앙은행의 블록체인 도입을 지원한다. ,"소라미츠는 자신들의 주도하는 하이퍼레저 이로하(Hyperledger Iroha) 프로젝트를 기반으로 캄보디아 중앙은행(National Bank of Cambodia)과 새로운 결제 인프라스트럭처 등을 공동 개발키로 했다고 21일 밝혔다. 캄보디아 중앙은행은 캄보디아의 중앙은행(central bank)이자 규제 당국이기도 하다. 리눅스재단이 주도하는 하이퍼레저 프로젝트에는 IBM이 선도하는 패브릭(fabric), 인텔이 이끄는 쏘투스 레이크(Sawtooth Lake)  그리고 소라미츠가 리드하는 이로하 등이 있다. 하이퍼레저 이로하는 소프트웨어 프레임워크의 하나로 특히 모바일이나 웹 애플리케이션과 같이 최종 사용자와 상호작용하기 위해 신속한 응답과 높은 성능 기준이 필요한 애플리케이션을 만드는 데 적합하다고 회사측은 말했다. 장부상에서 유닉스 스타일로 퍼미션을 제어할 수 있을 뿐만 아니라 최적화된 데이터 모델을 통해 신속하고 안전한 데이터 처리가 가능하다고 덧붙였다. 이로하는 디지털 결제, 계약 관리, 아이덴티티 관리, 공급망 관리 등의 부문에 유용하게 적용될 수 있다고 강조했다. 소라미츠의 COO인 카주마사 마야자와(Kazumasa Miyazawa)는 “이번 캄보디아 중앙은행과의 공동 작업은 보다 효율적인 결제 인프라스트럭처를 개발하기 위한 첫 단계가 될 것”이라며 “또한 일본 블록체인 기술을 글로벌 표준으로 만들겠다는 목표로 한발 더 다가서는 일”이라고 말했다. 한편 하이퍼레저 이로하에 관한 소식은 격주간 블록체인 업데이트를 통해 지속적으로 전달하고 있다. 이성주 기자 [email protected] "
9,https://www.tokenpost.kr/,2017. 5. 31.,해운 및 물류 블록체인 컨소시엄 발족 … 삼성SDS 주도,https://www.tokenpost.kr/article-188,"물류 분야에서 블록체인 도입을 모색하기 위한 컨소시엄이 출범했다. 국내 물류 및 IT 서비스 업체, 정부 및 국책 연구기관이 함께 물류 
산업 발전을 ...",2017-05-31 수 08:55,물류 분야에서 블록체인 도입을 모색하기 위한 컨소시엄이  출범했다. ,"국내 물류 및 IT 서비스 업체, 정부 및 국책 연구기관이 함께 물류 산업 발전을 위해 31일 ‘해운물류 블록체인 컨소시엄’을 발족했다. 이번 컨소시엄에는 관세청, 해양수산부, 한국해양수산개발원, 부산항만공사, 현대상선, 고려해운, SM상선, 장금상선, 남성해운, 케이씨넷, 케이엘넷, KTNET, 싸이버로지텍, 한국IBM, 삼성SDS 등이 참여했다. 컨소시엄 참여사들은 최근 각광을 받고 있는 블록체인 기술을 시범 사업을 통해 물류에 적용하기로 결정했다고 삼성SDS는 전했다. 시범사업은 6월에 착수해 올해 말까지 실제 수출입 물동을 대상으로 블록체인을 해운 물류 프로세스 전반에 적용키로 했다고 회사측은 설명했다. 참여사들은 또한 물류 블록체인 적용과 관련해 기술적인 이슈는 물론 법과 제도까지 함께 연구하고 협력하기로 했다고 덧붙였다. 블록체인이 물류에 적용되면 데이터의 위조나 변조가 불가능한 블록체인의 특성으로 제품 생산에서부터 최종 소비자까지의 생산, 가공, 보관, 운송 이력이 투명하게 관리됨으로써 유통 과정에서의 원산지 조작, 제조 및 유통기간 변경, 허위 광고가 불가능하다고 삼성SDS는 설명했다. 또한 사물인터넷 정보를 블록체인에 등록해 실시간으로 화물 위치 정보를 공유함으로써 물류의 가시성을 높일 수 있다고 강조했다.

물류 관계자들 입장에서는 종이 문서 없이 실시간으로 관련 정보를 공유할 수 있어 비용 절감은 물론 업무 속도를 크게 향상시킬 수 있다고 소개했다. 관세청측 “이번 블록체인 시범 사업이 성공적으로 수행되어 안착된다면 선하증권 등 수출입신고시 세관에 제출하는 첨부서류 제출 절차가 생략될 것”이라며 “기업의 통관절차를 간소하게 하여 물류 흐름의 신속성을 높이는 동시에 물류비용도 절감하게 할 것으로 기대된다”고 말했다. 한국해양수산개발원 최상희 실장은 “블록체인 표준화 및 통합을 기반으로 물류 비효율성을 방지하고 미래 스마트 해운 항만 물류 정책을 조기에 실현하고 물류 산업 발전의 원동력이 될 수 있도록 해야 한다”고 기대했다. 현대상선측도 “이번 컨소시엄 참여가 블록체인의 해운 물류 분야로의 적용을 앞당기는 계기가 될 것”이라며 “국내 해운물류 산업 전반에 새로운 성장동력으로 발전하여 국가 경쟁력 강화에 기여할 수 있게 되기를 바란다”고 전했다.삼성SDS SL사업부장인 김형태 부사장은 “컨소시엄 참여 업체 및 기관에게 삼성SDS의 블록체인 플랫폼을 제공하고 블록체인 기술 컨설팅을 수행하게 된다”며 “이번 컨소시엄이 국내 물류 산업발전에 도움이 되도록 노력하겠다”고 말했다. 한편 삼성SDS는 지난 4월 기업용 블록체인 플랫폼인 넥스레저(Nexledger)를 공개하고, 금융권을 시작으로 시장 개척에 나서고 있다.  이성주 기자 [email protected]"
