,period,raw_data,closer#,category,label,Silhouette,result
158,202011,-0.00024133614657330328,2,2.0,1.0,0.6969348000000001,1
159,202011,-0.0014371811528690159,2,2.0,7.0,0.6969348000000001,1
160,202011,-0.00461747644469142,2,2.0,11.0,0.6969348000000001,1
161,202011,-0.002520669978111982,2,2.0,11.0,0.6969348000000001,1
162,202011,-0.002025712609756738,2,2.0,7.0,0.6969348000000001,1
163,202011,-0.0002375989474239759,2,2.0,6.0,0.6969348000000001,1
164,202011,-0.001035714926838409,2,2.0,1.0,0.6969348000000001,1
165,202011,-6.61693245638162e-05,2,2.0,1.0,0.6969348000000001,1
166,202011,-1.990011951420456e-06,2,2.0,1.0,0.6969348000000001,1
167,202011,0.000249066644537379,2,2.0,6.0,0.6969348000000001,1
168,202011,-0.0005190333274367731,2,2.0,6.0,0.6969348000000001,1
169,202011,-0.004069033842533827,2,2.0,11.0,0.6969348000000001,1
170,202011,-0.00017670325663402765,2,2.0,6.0,0.6969348000000001,1
171,202011,-0.0005042902721470455,2,2.0,6.0,0.6969348000000001,1
172,202011,-0.00044799041264923287,2,2.0,1.0,0.6969348000000001,1
173,202011,-0.0015460445429198444,2,2.0,7.0,0.6969348000000001,1
174,202011,-0.0008608846292008821,2,2.0,6.0,0.6969348000000001,1
175,202011,0.0003548103648063261,2,2.0,6.0,0.6969348000000001,1
176,202011,-0.00014473551855189725,2,2.0,6.0,0.6969348000000001,1
177,202011,-0.00013732092149439267,2,2.0,6.0,0.6969348000000001,1
178,202011,0.00013558537539211103,2,2.0,6.0,0.6969348000000001,1
179,202011,-0.0013403859222307802,2,2.0,7.0,0.6969348000000001,1
180,202011,-0.0010495574190281332,2,2.0,7.0,0.6969348000000001,1
181,202011,-0.0009699910995914252,2,2.0,1.0,0.6969348000000001,1
182,202011,-0.0024046222725883125,2,2.0,11.0,0.6969348000000001,1
183,202011,-0.00030380428353964816,2,2.0,6.0,0.6969348000000001,1
184,202011,-0.00031442932027403003,2,2.0,6.0,0.6969348000000001,1
185,202011,-0.0016045447965734637,2,2.0,7.0,0.6969348000000001,1
186,202011,-0.0011841928923968226,2,2.0,7.0,0.6969348000000001,1
187,202011,-0.0015159215976018458,2,2.0,7.0,0.6969348000000001,1
188,202011,-8.901523309759796e-05,2,2.0,6.0,0.6969348000000001,1
189,202011,-0.002193063690792769,2,2.0,11.0,0.6969348000000001,1
190,202011,-0.0012740723550086841,2,2.0,7.0,0.6969348000000001,1
191,202011,-0.00011183636786881834,2,2.0,6.0,0.6969348000000001,1
192,202011,-0.00041959377194871194,2,2.0,6.0,0.6969348000000001,1
193,202011,-0.003189613986760378,2,2.0,11.0,0.6969348000000001,1
194,202011,-0.0003953408087090793,2,2.0,1.0,0.6969348000000001,1
195,202011,-0.0017023154837079346,2,2.0,7.0,0.6969348000000001,1
196,202011,3.906027261109557e-05,2,2.0,6.0,0.6969348000000001,1
197,202011,-0.00025449366628890854,2,2.0,1.0,0.6969348000000001,1
198,202011,-0.004825952546671033,2,2.0,11.0,0.6969348000000001,1
199,202011,-0.00013908243603509617,2,2.0,6.0,0.6969348000000001,1
200,202011,-0.0001586241237237118,2,2.0,6.0,0.6969348000000001,1
201,202011,-0.0006465275477239629,2,2.0,1.0,0.6969348000000001,1
202,202011,-0.0003634182300083921,2,2.0,6.0,0.6969348000000001,1
203,202011,-0.0007342064421391115,2,2.0,1.0,0.6969348000000001,1
204,202011,-0.0003187011799309403,2,2.0,6.0,0.6969348000000001,1
205,202011,-0.0009142697381321341,2,2.0,7.0,0.6969348000000001,1
206,202011,-0.0005401710938895121,2,2.0,1.0,0.6969348000000001,1
207,202011,-0.00020265697239665314,2,2.0,1.0,0.6969348000000001,1
208,202011,-0.0004208009538706392,2,2.0,6.0,0.6969348000000001,1
209,202011,9.033532696776092e-06,2,2.0,6.0,0.6969348000000001,1
210,202011,-0.00021472558728419244,2,2.0,6.0,0.6969348000000001,1
211,202011,-4.081307823071256e-05,2,2.0,6.0,0.6969348000000001,1
212,202011,0.00020944610041624402,2,2.0,6.0,0.6969348000000001,1
213,202011,-0.0003949771163752303,2,2.0,6.0,0.6969348000000001,1
214,202011,0.00022971345162659418,2,2.0,6.0,0.6969348000000001,1
215,202011,-6.919267550983932e-05,2,2.0,6.0,0.6969348000000001,1
216,202011,-0.00015117962786462158,2,2.0,6.0,0.6969348000000001,1
217,202011,-0.0015117218310479075,2,2.0,7.0,0.6969348000000001,1
218,202011,7.780978485243395e-06,2,2.0,6.0,0.6969348000000001,1
219,202011,-0.0003130764841625933,2,2.0,6.0,0.6969348000000001,1
220,202011,-0.00020604862111213152,2,2.0,6.0,0.6969348000000001,1
221,202011,4.584878115565516e-06,2,2.0,6.0,0.6969348000000001,1
222,202011,-0.0021420199732529,2,2.0,7.0,0.6969348000000001,1
223,202011,-0.0001232734742370667,2,2.0,6.0,0.6969348000000001,1
224,202011,-0.0011603768350323662,2,2.0,7.0,0.6969348000000001,1
225,202011,-0.001258581962902099,2,2.0,7.0,0.6969348000000001,1
226,202011,4.025466339953709e-05,2,2.0,6.0,0.6969348000000001,1
227,202011,-0.0030496972100809215,2,2.0,11.0,0.6969348000000001,1
228,202011,-0.0006114001129753888,2,2.0,7.0,0.6969348000000001,1
229,202011,1.3918043041485362e-05,2,2.0,6.0,0.6969348000000001,1
230,202011,-0.0004061280741370865,2,2.0,6.0,0.6969348000000001,1
231,202011,-0.00041469734322163276,2,2.0,1.0,0.6969348000000001,1
232,202011,-0.001991885232273489,2,2.0,7.0,0.6969348000000001,1
233,202011,-0.0029795403784373775,2,2.0,11.0,0.6969348000000001,1
234,202011,-8.181899727787822e-05,2,2.0,1.0,0.6969348000000001,1
235,202011,-0.0006690333600272425,2,2.0,1.0,0.6969348000000001,1
236,202011,-0.0003369842760730535,2,2.0,1.0,0.6969348000000001,1
237,202011,-0.0008585785262403079,2,2.0,1.0,0.6969348000000001,1
238,202011,-0.00040769908431684596,2,2.0,1.0,0.6969348000000001,1
239,202011,-4.384739098895807e-05,2,2.0,6.0,0.6969348000000001,1
240,202011,-0.00039463891851482914,2,2.0,1.0,0.6969348000000001,1
241,202011,0.0002356684728874825,2,2.0,6.0,0.6969348000000001,1
242,202011,-0.0007322416157694533,2,2.0,1.0,0.6969348000000001,1
243,202011,-0.0001264889957383275,2,2.0,6.0,0.6969348000000001,1
244,202011,-0.00039420565852196885,2,2.0,1.0,0.6969348000000001,1
245,202011,9.695205917523709e-05,2,2.0,6.0,0.6969348000000001,1
246,202011,-0.0029409734904766085,2,2.0,11.0,0.6969348000000001,1
247,202011,7.130465506634209e-05,2,2.0,6.0,0.6969348000000001,1
248,202011,-8.430766451056115e-05,2,2.0,6.0,0.6969348000000001,1
249,202011,0.00010177745918554137,2,2.0,6.0,0.6969348000000001,1
250,202011,-0.0001642882781015942,2,2.0,6.0,0.6969348000000001,1
251,202011,-0.0006499390591125121,2,2.0,6.0,0.6969348000000001,1
252,202011,-0.00030206446161173516,2,2.0,6.0,0.6969348000000001,1
253,202011,-0.0014165946212597192,2,2.0,7.0,0.6969348000000001,1
254,202011,8.13903342714184e-05,2,2.0,6.0,0.6969348000000001,1
255,202011,7.798286576871761e-05,2,2.0,6.0,0.6969348000000001,1
256,202011,-0.00046865997996064834,2,2.0,6.0,0.6969348000000001,1
257,202011,-0.00029454590508976253,2,2.0,6.0,0.6969348000000001,1
258,202011,-0.0001835142449999694,2,2.0,6.0,0.6969348000000001,1
259,202011,-2.1385507552622584e-05,2,2.0,6.0,0.6969348000000001,1
260,202011,-0.0010357364418450742,2,2.0,7.0,0.6969348000000001,1
261,202011,4.3007711065001784e-05,2,2.0,1.0,0.6969348000000001,1
262,202011,-0.00037641086353687567,2,2.0,1.0,0.6969348000000001,1
263,202011,2.6773617355502212e-05,2,2.0,6.0,0.6969348000000001,1
264,202011,-0.00016917691675189417,2,2.0,6.0,0.6969348000000001,1
265,202011,-0.0006218917809565028,2,2.0,6.0,0.6969348000000001,1
266,202011,-4.420379864313873e-05,2,2.0,6.0,0.6969348000000001,1
267,202011,-0.0007744313590228557,2,2.0,1.0,0.6969348000000001,1
268,202011,-0.00010452060931129381,2,2.0,6.0,0.6969348000000001,1
269,202011,-0.000833679821662372,2,2.0,1.0,0.6969348000000001,1
270,202011,-2.5753993541002273e-05,2,2.0,6.0,0.6969348000000001,1
271,202011,-0.0013567682802386116,2,2.0,7.0,0.6969348000000001,1
272,202011,1.6751533403294162e-05,2,2.0,6.0,0.6969348000000001,1
273,202011,-0.0016611917054979131,2,2.0,7.0,0.6969348000000001,1
274,202011,-0.00018559730388005845,2,2.0,6.0,0.6969348000000001,1
275,202011,0.00036573928366124165,2,2.0,6.0,0.6969348000000001,1
276,202011,-0.0009768222903949208,2,2.0,1.0,0.6969348000000001,1
277,202011,0.0005576032595854486,2,2.0,6.0,0.6969348000000001,1
278,202011,4.459555486391764e-05,2,2.0,6.0,0.6969348000000001,1
279,202011,-0.0003913549640856218,2,2.0,6.0,0.6969348000000001,1
280,202011,-0.0003649650691295392,2,2.0,6.0,0.6969348000000001,1
281,202011,0.0001017054972180631,2,2.0,6.0,0.6969348000000001,1
282,202011,5.230016293353401e-05,2,2.0,6.0,0.6969348000000001,1
283,202011,-0.0009236139908898621,2,2.0,7.0,0.6969348000000001,1
284,202011,-0.0005167218184942612,2,2.0,6.0,0.6969348000000001,1
285,202011,-0.0013381634884717642,2,2.0,1.0,0.6969348000000001,1
286,202011,-0.0017832856730092316,2,2.0,7.0,0.6969348000000001,1
287,202011,-8.96046628622571e-05,2,2.0,6.0,0.6969348000000001,1
288,202011,0.00032576632409472947,2,2.0,6.0,0.6969348000000001,1
289,202011,-0.001441041156067513,2,2.0,7.0,0.6969348000000001,1
290,202011,-0.000692566325305961,2,2.0,7.0,0.6969348000000001,1
291,202011,-0.0002873634450952522,2,2.0,1.0,0.6969348000000001,1
292,202011,0.0001926073154027108,2,2.0,6.0,0.6969348000000001,1
293,202011,0.00018467147630872206,2,2.0,6.0,0.6969348000000001,1
294,202011,-0.00037982264009770003,2,2.0,1.0,0.6969348000000001,1
295,202011,3.821522535872646e-05,2,2.0,6.0,0.6969348000000001,1
296,202011,-0.0013285453533171676,2,2.0,1.0,0.6969348000000001,1
297,202011,-0.0005997851837310008,2,2.0,6.0,0.6969348000000001,1
298,202011,-0.00021180664421990513,2,2.0,6.0,0.6969348000000001,1
299,202011,-0.0004954372233260074,2,2.0,1.0,0.6969348000000001,1
300,202011,1.6939629458647686e-05,2,2.0,6.0,0.6969348000000001,1
301,202011,0.0002688767785730306,2,2.0,6.0,0.6969348000000001,1
302,202011,-0.0004606951582536567,2,2.0,6.0,0.6969348000000001,1
303,202011,-0.0006788872067409102,2,2.0,1.0,0.6969348000000001,1
304,202011,-0.0006664274219656363,2,2.0,1.0,0.6969348000000001,1
305,202011,-0.00013072169065708294,2,2.0,6.0,0.6969348000000001,1
306,202011,-0.0012189733592094854,2,2.0,7.0,0.6969348000000001,1
307,202011,-0.0010366945367422885,2,2.0,7.0,0.6969348000000001,1
308,202011,0.0002198112323139867,2,2.0,6.0,0.6969348000000001,1
309,202011,-0.0007781891513150186,2,2.0,1.0,0.6969348000000001,1
310,202011,3.068634730880149e-05,2,2.0,6.0,0.6969348000000001,1
311,202011,0.000640495581101277,2,2.0,6.0,0.6969348000000001,1
312,202011,-6.917335940670455e-06,2,2.0,6.0,0.6969348000000001,1
313,202011,-0.00016446121837361715,2,2.0,6.0,0.6969348000000001,1
314,202011,-3.7065107044327305e-05,2,2.0,6.0,0.6969348000000001,1
315,202011,-0.002597146648913622,2,2.0,11.0,0.6969348000000001,1
316,202011,0.00040262137670652007,2,2.0,6.0,0.6969348000000001,1
317,202011,0.00015552512275462504,2,2.0,6.0,0.6969348000000001,1
318,202011,-8.194608230951416e-05,2,2.0,6.0,0.6969348000000001,1
319,202011,-0.0003451366050285287,2,2.0,1.0,0.6969348000000001,1
320,202011,-0.0009189882595092058,2,2.0,7.0,0.6969348000000001,1
321,202011,-0.0004773608201139723,2,2.0,6.0,0.6969348000000001,1
322,202011,-0.0005139167585366522,2,2.0,6.0,0.6969348000000001,1
323,202011,-0.00022185251946211794,2,2.0,6.0,0.6969348000000001,1
324,202011,1.4686519498354756e-05,2,2.0,6.0,0.6969348000000001,1
325,202011,-0.0016946666949661448,2,2.0,7.0,0.6969348000000001,1
326,202011,-0.00039617143222130834,2,2.0,1.0,0.6969348000000001,1
327,202011,-0.00016935600310716837,2,2.0,6.0,0.6969348000000001,1
328,202011,-0.00013598128341982374,2,2.0,6.0,0.6969348000000001,1
329,202011,-0.0009204744710586965,2,2.0,1.0,0.6969348000000001,1
330,202011,-0.0003111167795577785,2,2.0,6.0,0.6969348000000001,1
331,202011,-0.00015841638280107871,2,2.0,6.0,0.6969348000000001,1
332,202011,-0.0001254560484085232,2,2.0,6.0,0.6969348000000001,1
333,202011,0.00024522840161807837,2,2.0,6.0,0.6969348000000001,1
334,202011,7.038448806270026e-05,2,2.0,6.0,0.6969348000000001,1
335,202011,-2.6197877014055847e-05,2,2.0,6.0,0.6969348000000001,1
336,202011,-0.0003594085352960974,2,2.0,1.0,0.6969348000000001,1
337,202011,-0.0008698150364216417,2,2.0,1.0,0.6969348000000001,1
338,202011,-0.0007222925761016086,2,2.0,1.0,0.6969348000000001,1
339,202011,-9.860367641522317e-05,2,2.0,6.0,0.6969348000000001,1
340,202011,-8.932948650908657e-05,2,2.0,6.0,0.6969348000000001,1
341,202011,0.0001156070072829607,2,2.0,6.0,0.6969348000000001,1
342,202011,0.0003247344847477507,2,2.0,1.0,0.6969348000000001,1
343,202011,0.0002437708364232094,2,2.0,6.0,0.6969348000000001,1
344,202011,-0.0005780280157341622,2,2.0,1.0,0.6969348000000001,1
345,202011,-0.002841786523349583,2,2.0,11.0,0.6969348000000001,1
346,202011,-0.0002098058805859182,2,2.0,6.0,0.6969348000000001,1
347,202011,6.16087119851727e-06,2,2.0,6.0,0.6969348000000001,1
348,202011,7.508720475016162e-05,2,2.0,6.0,0.6969348000000001,1
349,202011,-0.0008098285554297036,2,2.0,6.0,0.6969348000000001,1
350,202011,9.989808410864497e-05,2,2.0,6.0,0.6969348000000001,1
351,202011,0.0004948834787319356,2,2.0,6.0,0.6969348000000001,1
352,202011,-2.4496088735759258e-06,2,2.0,1.0,0.6969348000000001,1
353,202011,-0.0006729583480773727,2,2.0,6.0,0.6969348000000001,1
354,202011,-0.0013444294140208513,2,2.0,7.0,0.6969348000000001,1
355,202011,-7.378995665931143e-05,2,2.0,6.0,0.6969348000000001,1
356,202011,-0.00026206144415482415,2,2.0,6.0,0.6969348000000001,1
357,202011,-0.00022348771413817305,2,2.0,6.0,0.6969348000000001,1
358,202011,-0.00014081171427278604,2,2.0,6.0,0.6969348000000001,1
359,202011,0.0002613909495630651,2,2.0,6.0,0.6969348000000001,1
360,202011,-0.00021936429569905158,2,2.0,6.0,0.6969348000000001,1
361,202011,-0.0006328061391832307,2,2.0,1.0,0.6969348000000001,1
362,202011,-0.0003381805171375163,2,2.0,6.0,0.6969348000000001,1
363,202011,0.000634435852189199,2,2.0,6.0,0.6969348000000001,1
364,202011,-0.0006977109791478142,2,2.0,1.0,0.6969348000000001,1
365,202011,-0.0023312401003204287,2,2.0,11.0,0.6969348000000001,1
366,202011,7.516935027979344e-05,2,2.0,6.0,0.6969348000000001,1
367,202011,-0.0010210325330263005,2,2.0,7.0,0.6969348000000001,1
368,202011,-5.025717375247041e-05,2,2.0,6.0,0.6969348000000001,1
369,202011,-0.002001021080650389,2,2.0,11.0,0.6969348000000001,1
370,202011,-0.0003301428083796054,2,2.0,6.0,0.6969348000000001,1
371,202011,7.442806090693921e-06,2,2.0,6.0,0.6969348000000001,1
372,202011,-0.00010998573357937857,2,2.0,6.0,0.6969348000000001,1
373,202011,-0.001109063607873395,2,2.0,7.0,0.6969348000000001,1
374,202011,-0.0006178627585904906,2,2.0,1.0,0.6969348000000001,1
375,202011,-0.0004300179934944026,2,2.0,1.0,0.6969348000000001,1
