,period,raw_data,closer#,category,label,Silhouette
283,202011,-0.00014150793887893087,2,3,1.0,0.12622885
284,202011,-0.0004039059725619154,2,3,13.0,0.12622885
285,202011,-0.0013293529645443413,2,3,11.0,0.12622885
286,202011,-0.00029933594039903254,2,3,1.0,0.12622885
287,202011,-0.00026551099252174025,2,3,13.0,0.12622885
288,202011,-7.67730617462803e-05,2,3,1.0,0.12622885
289,202011,0.000410601131770818,2,3,1.0,0.12622885
290,202011,-0.00011187265619810204,2,3,1.0,0.12622885
291,202011,-0.00011089514791819965,2,3,1.0,0.12622885
292,202011,0.00035076540960290005,2,3,1.0,0.12622885
293,202011,-0.00047811990454647455,2,3,13.0,0.12622885
294,202011,-3.901873482391238e-05,2,3,13.0,0.12622885
295,202011,-0.00017715478843456368,2,3,1.0,0.12622885
296,202011,0.00015504109267112655,2,3,1.0,0.12622885
297,202011,-0.0007789132762445661,2,3,13.0,0.12622885
298,202011,-0.00010067736366181634,2,3,1.0,0.12622885
299,202011,-0.00030531497326592217,2,3,13.0,0.12622885
300,202011,9.972948997528874e-05,2,3,1.0,0.12622885
301,202011,-0.00026730410325399135,2,3,13.0,0.12622885
302,202011,9.60169613972539e-05,2,3,1.0,0.12622885
303,202011,-0.0001396396350355644,2,3,13.0,0.12622885
304,202011,-0.000341022971952043,2,3,13.0,0.12622885
305,202011,7.265822976478376e-05,2,3,1.0,0.12622885
306,202011,-0.0009091878211620497,2,3,11.0,0.12622885
307,202011,-0.0006509687572906842,2,3,11.0,0.12622885
308,202011,-0.000382432905753376,2,3,13.0,0.12622885
309,202011,-0.0004942180191574153,2,3,13.0,0.12622885
310,202011,-0.00027811802243377315,2,3,13.0,0.12622885
311,202011,-9.329824984888546e-05,2,3,1.0,0.12622885
312,202011,5.0002379139186816e-05,2,3,1.0,0.12622885
313,202011,-0.0004600768481031992,2,3,1.0,0.12622885
314,202011,-0.0002664908899623697,2,3,1.0,0.12622885
315,202011,2.7080355830548798e-05,2,3,1.0,0.12622885
316,202011,-0.0003862707042208058,2,3,13.0,0.12622885
317,202011,-0.0003740145947085693,2,3,1.0,0.12622885
318,202011,-0.00019950541682192124,2,3,1.0,0.12622885
319,202011,-0.0008627712582438107,2,3,1.0,0.12622885
320,202011,-0.0003274815482654958,2,3,1.0,0.12622885
321,202011,-0.0005576594701778958,2,3,1.0,0.12622885
322,202011,8.979020974948072e-05,2,3,1.0,0.12622885
323,202011,-0.00019518438606610288,2,3,1.0,0.12622885
324,202011,0.00020186476862363634,2,3,1.0,0.12622885
325,202011,0.00016107106675008253,2,3,1.0,0.12622885
326,202011,-0.00038842932757688687,2,3,1.0,0.12622885
327,202011,-0.0025814660885953343,2,3,12.0,0.12622885
328,202011,-0.0001651418738765642,2,3,1.0,0.12622885
329,202011,6.187361272168346e-05,2,3,1.0,0.12622885
330,202011,-0.0002394231126163504,2,3,13.0,0.12622885
331,202011,-0.0008232337927620392,2,3,11.0,0.12622885
332,202011,-0.00047051747598743533,2,3,1.0,0.12622885
333,202011,-0.0019914606715246918,2,3,12.0,0.12622885
334,202011,-0.0015813498171337414,2,3,11.0,0.12622885
335,202011,-0.0006154575366235803,2,3,11.0,0.12622885
336,202011,-0.000409120473486837,2,3,13.0,0.12622885
337,202011,-6.005238537909463e-07,2,3,1.0,0.12622885
338,202011,4.45695924508982e-05,2,3,13.0,0.12622885
339,202011,-0.0004017018085687596,2,3,13.0,0.12622885
340,202011,-0.001376382016023854,2,3,12.0,0.12622885
341,202011,-0.0012000960574368945,2,3,11.0,0.12622885
342,202011,-0.0002814689038859797,2,3,13.0,0.12622885
343,202011,-0.0007388821279937474,2,3,11.0,0.12622885
344,202011,-0.0005036035126977367,2,3,13.0,0.12622885
345,202011,-0.00037364824617270643,2,3,1.0,0.12622885
346,202011,-0.00019977112392552954,2,3,1.0,0.12622885
347,202011,-0.0005168935762776528,2,3,1.0,0.12622885
348,202011,0.0001262212952133268,2,3,1.0,0.12622885
349,202011,-0.00028686154388196883,2,3,1.0,0.12622885
350,202011,-0.0005370177212353156,2,3,13.0,0.12622885
351,202011,-0.0003348117728455691,2,3,1.0,0.12622885
352,202011,-0.0003410598825757916,2,3,1.0,0.12622885
353,202011,-0.0006554956702166237,2,3,11.0,0.12622885
354,202011,2.0917969159199856e-05,2,3,13.0,0.12622885
355,202011,-0.0007442687042930629,2,3,13.0,0.12622885
356,202011,-0.00024944844961282797,2,3,1.0,0.12622885
357,202011,-0.0005803731505511678,2,3,13.0,0.12622885
358,202011,0.00032284413173329086,2,3,1.0,0.12622885
359,202011,-7.975097145390464e-05,2,3,13.0,0.12622885
360,202011,0.00036340559503514667,2,3,13.0,0.12622885
361,202011,0.0003195148272789083,2,3,1.0,0.12622885
362,202011,0.00018371508209384047,2,3,1.0,0.12622885
363,202011,-0.00018245685583679006,2,3,13.0,0.12622885
364,202011,-0.000655553142514691,2,3,13.0,0.12622885
365,202011,-5.21535917687288e-05,2,3,13.0,0.12622885
366,202011,-0.0014411031883355464,2,3,11.0,0.12622885
367,202011,-0.0005977035405885545,2,3,11.0,0.12622885
368,202011,1.1364814708940685e-05,2,3,1.0,0.12622885
369,202011,-0.00017347494489513337,2,3,13.0,0.12622885
370,202011,-0.00021879965875996277,2,3,1.0,0.12622885
371,202011,0.00021938167346888804,2,3,1.0,0.12622885
372,202011,-0.00025293449514720125,2,3,1.0,0.12622885
373,202011,-0.0008405607794702519,2,3,11.0,0.12622885
374,202011,-0.0002057040713407332,2,3,1.0,0.12622885
375,202011,8.538924905224121e-05,2,3,13.0,0.12622885
376,202011,-0.00023134557864977977,2,3,13.0,0.12622885
377,202011,2.701232422623434e-05,2,3,13.0,0.12622885
378,202011,0.00010002487739257049,2,3,1.0,0.12622885
379,202011,-0.0007037957908323733,2,3,13.0,0.12622885
380,202011,-4.924967826809734e-05,2,3,13.0,0.12622885
381,202011,-0.001895165775786154,2,3,12.0,0.12622885
382,202011,-0.0003793764347210526,2,3,13.0,0.12622885
383,202011,-0.001226443342929997,2,3,11.0,0.12622885
384,202011,-5.562085978453979e-05,2,3,1.0,0.12622885
385,202011,-0.00031495588262259844,2,3,13.0,0.12622885
386,202011,-0.0012478880027856575,2,3,11.0,0.12622885
387,202011,-0.0005032526388822589,2,3,11.0,0.12622885
388,202011,-7.360358660662313e-05,2,3,13.0,0.12622885
389,202011,-2.0429097348824142e-05,2,3,1.0,0.12622885
390,202011,-0.00036056274810107423,2,3,13.0,0.12622885
391,202011,-0.0018904430442489683,2,3,12.0,0.12622885
392,202011,-0.00031813981204322774,2,3,13.0,0.12622885
393,202011,-0.0005495190205692779,2,3,1.0,0.12622885
394,202011,7.454835551470751e-05,2,3,1.0,0.12622885
395,202011,-0.0004950230726899463,2,3,13.0,0.12622885
396,202011,7.133276099921204e-05,2,3,1.0,0.12622885
397,202011,-0.0007530362259421963,2,3,13.0,0.12622885
398,202011,2.2608039107581134e-05,2,3,1.0,0.12622885
399,202011,-6.468174069595989e-05,2,3,1.0,0.12622885
400,202011,2.676102258192259e-05,2,3,1.0,0.12622885
401,202011,-0.00011912374160601758,2,3,1.0,0.12622885
402,202011,0.00038542132562724874,2,3,13.0,0.12622885
403,202011,-4.173921244728263e-05,2,3,13.0,0.12622885
404,202011,-0.00010618934837111738,2,3,13.0,0.12622885
405,202011,-0.00018775974138407036,2,3,13.0,0.12622885
406,202011,5.982606227917131e-05,2,3,1.0,0.12622885
407,202011,-0.002279893790837377,2,3,12.0,0.12622885
408,202011,-0.0016420666192425415,2,3,11.0,0.12622885
409,202011,0.00018714747711328527,2,3,1.0,0.12622885
410,202011,-0.0003667365058208816,2,3,13.0,0.12622885
411,202011,0.00011690321065543685,2,3,1.0,0.12622885
412,202011,-0.0009974481742756325,2,3,13.0,0.12622885
413,202011,-0.0007235121878511563,2,3,13.0,0.12622885
414,202011,-0.0004552017051173607,2,3,1.0,0.12622885
415,202011,0.00010201801258517662,2,3,1.0,0.12622885
416,202011,0.00020759517432452412,2,3,1.0,0.12622885
417,202011,0.00023230989711009898,2,3,1.0,0.12622885
418,202011,0.00025937801554391625,2,3,1.0,0.12622885
419,202011,-1.0703542720875703e-05,2,3,13.0,0.12622885
420,202011,-0.00040912149404903175,2,3,1.0,0.12622885
421,202011,-0.001187550359936722,2,3,11.0,0.12622885
422,202011,-0.0008621112996934244,2,3,11.0,0.12622885
423,202011,-1.854158443165943e-05,2,3,1.0,0.12622885
424,202011,0.000165337748494494,2,3,1.0,0.12622885
425,202011,-0.001791420935478527,2,3,11.0,0.12622885
426,202011,-0.0005454549374553607,2,3,13.0,0.12622885
427,202011,-0.0009636227576993406,2,3,11.0,0.12622885
428,202011,-0.00071678952073853,2,3,13.0,0.12622885
429,202011,0.00015372442259831587,2,3,13.0,0.12622885
430,202011,-0.0009274668613539916,2,3,13.0,0.12622885
431,202011,-0.0010840243374696,2,3,12.0,0.12622885
432,202011,-0.0005553312700067181,2,3,13.0,0.12622885
433,202011,-0.0006589549356431234,2,3,11.0,0.12622885
434,202011,-0.00023567517018818762,2,3,13.0,0.12622885
435,202011,-0.0007497658950160257,2,3,11.0,0.12622885
436,202011,1.5347677981480955e-05,2,3,1.0,0.12622885
437,202011,0.00017221252499439289,2,3,1.0,0.12622885
438,202011,-0.0010398605969021446,2,3,13.0,0.12622885
439,202011,2.3686401691520585e-05,2,3,1.0,0.12622885
440,202011,-0.00015423565142555162,2,3,1.0,0.12622885
441,202011,-0.0010828548605786637,2,3,11.0,0.12622885
442,202011,-0.00022119371031294576,2,3,1.0,0.12622885
443,202011,-0.0020920223410939797,2,3,12.0,0.12622885
444,202011,-0.0013450782238214741,2,3,11.0,0.12622885
445,202011,-0.00010149922014534241,2,3,13.0,0.12622885
446,202011,-0.0003660010770545341,2,3,1.0,0.12622885
447,202011,-0.000311812125837605,2,3,13.0,0.12622885
448,202011,-0.0010149269057728816,2,3,11.0,0.12622885
449,202011,-0.0006861196258250857,2,3,13.0,0.12622885
450,202011,2.7793581248261036e-05,2,3,1.0,0.12622885
451,202011,-0.0008213972514204216,2,3,11.0,0.12622885
452,202011,-0.00029263900869409555,2,3,1.0,0.12622885
453,202011,-0.0005323117076341077,2,3,13.0,0.12622885
454,202011,-0.0005308265064377337,2,3,13.0,0.12622885
455,202011,-0.00032916729665885216,2,3,11.0,0.12622885
456,202011,-0.00017614920467167393,2,3,13.0,0.12622885
457,202011,0.0004604795769773773,2,3,1.0,0.12622885
458,202011,-0.00012039450607971958,2,3,1.0,0.12622885
459,202011,-4.859953536652029e-05,2,3,13.0,0.12622885
460,202011,-0.0007637529849307611,2,3,13.0,0.12622885
461,202011,-0.001042472732369788,2,3,11.0,0.12622885
462,202011,-0.0004214339448117244,2,3,1.0,0.12622885
463,202011,-0.0002018946933276311,2,3,1.0,0.12622885
464,202011,-4.708323722297791e-05,2,3,13.0,0.12622885
