date,price,open,high,low,vol,change
2020-02-01,380.12 ,374.81 ,389.23 ,372.93 ,2.34M,1.41%
2020-01-31,374.81 ,392.33 ,408.07 ,365.14 ,3.06M,-4.46%
2020-01-30,392.33 ,380.47 ,413.25 ,372.70 ,3.41M,3.12%
2020-01-29,380.47 ,378.57 ,395.56 ,377.00 ,3.56M,0.50%
2020-01-28,378.57 ,362.76 ,384.56 ,361.40 ,3.55M,4.36%
2020-01-27,362.76 ,347.97 ,377.48 ,347.97 ,3.84M,4.25%
2020-01-26,347.97 ,310.14 ,348.65 ,307.91 ,2.85M,12.19%
2020-01-25,310.17 ,318.66 ,318.89 ,305.28 ,1.76M,-2.66%
2020-01-24,318.66 ,325.13 ,327.69 ,298.18 ,3.54M,-2.00%
2020-01-23,325.15 ,349.07 ,349.70 ,318.01 ,2.54M,-6.85%
2020-01-22,349.08 ,343.54 ,353.90 ,339.43 ,1.91M,1.61%
2020-01-21,343.54 ,345.48 ,347.95 ,333.51 ,1.97M,-0.56%
2020-01-20,345.48 ,339.41 ,352.63 ,324.16 ,2.99M,1.79%
2020-01-19,339.42 ,338.81 ,365.49 ,321.49 ,4.97M,0.18%
2020-01-18,338.80 ,368.01 ,403.78 ,331.40 ,7.13M,-7.94%
2020-01-17,368.00 ,327.00 ,382.72 ,320.03 ,5.42M,12.53%
2020-01-16,327.01 ,340.10 ,342.70 ,311.12 ,4.10M,-3.85%
2020-01-15,340.10 ,349.49 ,361.25 ,314.44 ,7.08M,-2.69%
2020-01-14,349.49 ,267.09 ,367.02 ,267.09 ,9.25M,30.86%
2020-01-13,267.08 ,270.21 ,271.86 ,261.66 ,1.95M,-1.16%
2020-01-12,270.23 ,261.14 ,270.24 ,258.25 ,1.86M,3.47%
2020-01-11,261.15 ,271.74 ,278.95 ,259.27 ,3.17M,-3.89%
2020-01-10,271.71 ,238.00 ,273.93 ,231.56 ,4.04M,14.16%
2020-01-09,238.00 ,240.05 ,243.57 ,231.41 ,2.22M,-0.85%
2020-01-08,240.05 ,242.69 ,253.43 ,230.56 ,3.28M,-1.08%
2020-01-07,242.67 ,244.16 ,246.40 ,232.46 ,2.96M,-0.61%
2020-01-06,244.16 ,222.86 ,246.11 ,222.30 ,2.92M,9.55%
2020-01-05,222.87 ,224.46 ,227.17 ,220.83 ,1.85M,-0.70%
2020-01-04,224.45 ,222.24 ,226.97 ,217.47 ,2.09M,1.00%
2020-01-03,222.23 ,195.49 ,225.05 ,192.18 ,3.70M,13.68%
2020-01-02,195.48 ,204.39 ,205.37 ,193.04 ,1.73M,-4.37%
2020-01-01,204.40 ,204.69 ,208.80 ,203.16 ,1.46M,-0.14%
2019-12-31,204.69 ,208.57 ,213.85 ,201.93 ,1.86M,-1.86%
2019-12-30,208.58 ,212.40 ,214.95 ,205.84 ,1.85M,-1.80%
2019-12-29,212.41 ,206.19 ,215.60 ,204.55 ,1.87M,3.04%
2019-12-28,206.14 ,203.24 ,209.40 ,202.60 ,2.23M,1.43%
2019-12-27,203.23 ,187.74 ,203.59 ,186.87 ,2.63M,8.25%
2019-12-26,187.74 ,185.25 ,194.39 ,184.12 ,1.35M,1.34%
2019-12-25,185.25 ,188.31 ,188.80 ,183.22 ,1.12M,-1.63%
2019-12-24,188.31 ,189.75 ,191.59 ,185.23 ,1.30M,-0.77%
2019-12-23,189.77 ,196.29 ,197.94 ,188.56 ,1.27M,-3.32%
2019-12-22,196.29 ,186.21 ,197.34 ,185.79 ,1.21M,5.42%
2019-12-21,186.21 ,187.37 ,188.36 ,185.51 ,785.72K,-0.63%
2019-12-20,187.38 ,186.07 ,190.49 ,183.90 ,1.26M,0.70%
2019-12-19,186.08 ,188.93 ,190.76 ,183.48 ,2.81M,-1.51%
2019-12-18,188.93 ,176.40 ,191.27 ,170.08 ,4.38M,7.11%
2019-12-17,176.39 ,196.19 ,197.21 ,172.99 ,3.32M,-10.10%
2019-12-16,196.19 ,207.10 ,208.89 ,194.40 ,2.58M,-5.26%
2019-12-15,207.09 ,206.80 ,210.61 ,204.13 ,1.65M,0.14%
2019-12-14,206.81 ,212.06 ,214.29 ,204.11 ,1.71M,-2.48%
2019-12-13,212.06 ,207.10 ,214.09 ,205.02 ,1.85M,2.40%
2019-12-12,207.09 ,207.88 ,209.29 ,204.13 ,1.93M,-0.38%
2019-12-11,207.88 ,207.41 ,209.64 ,205.68 ,1.68M,0.22%
2019-12-10,207.42 ,209.40 ,210.35 ,205.47 ,1.83M,-0.95%
2019-12-09,209.40 ,213.40 ,215.54 ,206.78 ,1.91M,-1.87%
2019-12-08,213.40 ,211.03 ,215.69 ,209.04 ,1.87M,1.12%
2019-12-07,211.03 ,212.75 ,216.22 ,210.41 ,1.90M,-0.80%
2019-12-06,212.74 ,211.90 ,231.19 ,209.30 ,1.98M,-0.18%
2019-12-05,213.11 ,207.64 ,215.18 ,205.30 ,2.32M,2.64%
2019-12-04,207.64 ,213.50 ,219.95 ,203.67 ,2.31M,-2.74%
2019-12-03,213.50 ,214.10 ,217.72 ,210.06 ,1.58M,-0.28%
2019-12-02,214.10 ,215.39 ,223.64 ,210.04 ,1.61M,-0.61%
2019-12-01,215.42 ,217.74 ,219.63 ,210.19 ,1.73M,-1.07%
2019-11-30,217.74 ,224.19 ,237.62 ,214.98 ,1.78M,-2.87%
2019-11-29,224.19 ,218.16 ,227.51 ,217.62 ,2.02M,2.76%
2019-11-28,218.17 ,219.50 ,223.19 ,216.04 ,2.14M,-0.54%
2019-11-27,219.36 ,211.70 ,225.67 ,202.80 ,3.10M,3.62%
2019-11-26,211.70 ,208.44 ,215.74 ,207.09 ,2.52M,1.56%
2019-11-25,208.44 ,202.36 ,216.32 ,192.07 ,4.29M,3.01%
2019-11-24,202.35 ,215.16 ,216.10 ,201.18 ,3.00M,-5.95%
2019-11-23,215.16 ,208.19 ,217.67 ,200.74 ,3.33M,3.34%
2019-11-22,208.20 ,226.34 ,229.48 ,194.42 ,6.35M,-8.02%
2019-11-21,226.34 ,243.55 ,247.68 ,220.57 ,3.81M,-7.07%
2019-11-20,243.55 ,243.34 ,248.81 ,238.39 ,2.15M,0.10%
2019-11-19,243.31 ,247.22 ,263.70 ,234.18 ,3.01M,-1.58%
2019-11-18,247.22 ,267.02 ,267.36 ,239.48 ,2.73M,-7.41%
2019-11-17,267.02 ,265.46 ,270.70 ,260.44 ,1.57M,0.59%
2019-11-16,265.46 ,263.96 ,268.71 ,262.47 ,1.51M,0.57%
2019-11-15,263.96 ,278.19 ,279.76 ,261.86 ,2.49M,-5.10%
2019-11-14,278.16 ,286.32 ,286.86 ,274.42 ,2.14M,-2.66%
2019-11-13,285.76 ,289.11 ,289.86 ,282.62 ,1.54M,-1.16%
2019-11-12,289.10 ,286.64 ,292.01 ,281.63 ,2.04M,0.86%
2019-11-11,286.64 ,293.63 ,297.61 ,282.60 ,2.17M,-2.16%
2019-11-10,292.97 ,283.09 ,298.95 ,280.03 ,2.47M,3.49%
2019-11-09,283.09 ,278.50 ,284.90 ,276.58 ,1.73M,1.65%
2019-11-08,278.49 ,292.27 ,295.10 ,271.71 ,2.84M,-4.72%
2019-11-07,292.27 ,305.58 ,307.32 ,287.00 ,2.76M,-4.35%
2019-11-06,305.57 ,293.09 ,307.95 ,291.61 ,2.87M,4.27%
2019-11-05,293.06 ,291.11 ,297.10 ,287.95 ,2.29M,0.68%
2019-11-04,291.08 ,292.00 ,295.14 ,284.91 ,3.48M,-0.12%
2019-11-03,291.43 ,289.68 ,303.60 ,282.98 ,3.71M,0.61%
2019-11-02,289.67 ,278.26 ,295.66 ,277.39 ,3.67M,4.09%
2019-11-01,278.30 ,282.65 ,283.69 ,270.62 ,3.80M,-1.51%
2019-10-31,282.56 ,288.64 ,293.12 ,270.45 ,4.70M,-2.12%
2019-10-30,288.68 ,288.95 ,305.01 ,283.67 ,5.52M,-0.09%
2019-10-29,288.94 ,264.27 ,297.00 ,264.04 ,6.58M,9.33%
2019-10-28,264.27 ,260.54 ,275.05 ,258.48 ,5.15M,1.43%
2019-10-27,260.53 ,252.72 ,267.92 ,245.32 ,5.19M,3.05%
2019-10-26,252.81 ,258.98 ,269.31 ,242.27 ,6.93M,-2.38%
2019-10-25,258.98 ,212.36 ,269.73 ,212.06 ,150.57K,21.95%
2019-10-24,212.36 ,210.05 ,217.54 ,206.19 ,2.58M,1.11%
2019-10-23,210.04 ,227.03 ,227.68 ,199.08 ,3.72M,-7.48%
2019-10-22,227.03 ,232.47 ,233.90 ,225.68 ,2.47M,-2.35%
2019-10-21,232.48 ,224.63 ,235.94 ,223.24 ,2.67M,3.49%
2019-10-20,224.63 ,213.05 ,226.53 ,210.85 ,2.24M,5.44%
2019-10-19,213.05 ,211.73 ,215.61 ,210.47 ,2.08M,0.62%
2019-10-18,211.74 ,220.01 ,220.30 ,208.85 ,2.32M,-3.78%
2019-10-17,220.05 ,216.77 ,220.91 ,213.91 ,2.08M,1.51%
2019-10-16,216.78 ,222.15 ,225.28 ,214.00 ,2.53M,-2.42%
2019-10-15,222.15 ,227.93 ,228.75 ,218.19 ,2.24M,-2.54%
2019-10-14,227.93 ,223.08 ,229.97 ,222.59 ,1.87M,2.18%
2019-10-13,223.07 ,224.17 ,228.24 ,221.29 ,1.71M,-0.49%
2019-10-12,224.18 ,220.55 ,227.94 ,220.53 ,2.00M,1.64%
2019-10-11,220.55 ,229.44 ,234.34 ,219.14 ,2.41M,-3.88%
2019-10-10,229.45 ,238.35 ,239.71 ,228.68 ,2.36M,-3.73%
2019-10-09,238.34 ,231.63 ,240.54 ,228.20 ,2.34M,2.89%
2019-10-08,231.65 ,232.91 ,239.09 ,227.56 ,2.20M,-0.54%
2019-10-07,232.90 ,220.87 ,237.50 ,219.21 ,2.55M,5.44%
2019-10-06,220.88 ,222.79 ,223.18 ,216.79 ,1.79M,-0.86%
2019-10-05,222.79 ,221.31 ,223.46 ,218.20 ,1.69M,0.67%
2019-10-04,221.31 ,222.06 ,225.43 ,218.22 ,1.86M,-0.33%
2019-10-03,222.06 ,224.82 ,225.18 ,217.28 ,1.76M,-1.24%
2019-10-02,224.84 ,222.72 ,225.33 ,220.07 ,2.04M,0.95%
2019-10-01,222.72 ,227.19 ,235.19 ,219.05 ,2.72M,-1.95%
2019-09-30,227.16 ,218.13 ,230.11 ,212.65 ,2.98M,4.14%
2019-09-29,218.12 ,227.12 ,227.28 ,212.33 ,3.00M,-3.96%
2019-09-28,227.13 ,220.21 ,229.74 ,217.66 ,2.68M,3.15%
2019-09-27,220.20 ,214.06 ,222.98 ,208.38 ,3.44M,2.87%
2019-09-26,214.06 ,227.26 ,227.58 ,204.40 ,4.15M,-5.81%
2019-09-25,227.26 ,246.26 ,254.17 ,217.08 ,5.35M,-7.72%
2019-09-24,246.26 ,292.10 ,295.26 ,243.11 ,145.88K,-15.68%
2019-09-23,292.05 ,306.80 ,307.85 ,291.52 ,1.84M,-4.76%
2019-09-22,306.63 ,312.16 ,312.33 ,300.54 ,1.50M,-1.76%
2019-09-21,312.13 ,315.76 ,318.17 ,309.93 ,1.51M,-1.16%
2019-09-20,315.81 ,322.87 ,324.79 ,309.31 ,1.87M,-2.21%
2019-09-19,322.93 ,323.33 ,324.12 ,306.28 ,2.47M,-0.12%
2019-09-18,323.33 ,318.48 ,332.12 ,318.48 ,2.25M,1.52%
2019-09-17,318.47 ,307.45 ,326.94 ,304.77 ,2.12M,3.56%
2019-09-16,307.53 ,303.14 ,308.93 ,300.30 ,1.70M,1.45%
2019-09-15,303.14 ,304.06 ,306.96 ,301.97 ,1.61M,-0.31%
2019-09-14,304.08 ,298.12 ,306.90 ,296.23 ,1.68M,2.00%
2019-09-13,298.10 ,300.01 ,300.54 ,294.87 ,1.54M,-0.65%
2019-09-12,300.05 ,299.18 ,301.81 ,294.83 ,1.41M,0.31%
2019-09-11,299.12 ,304.19 ,307.00 ,292.58 ,1.94M,-1.67%
2019-09-10,304.20 ,304.27 ,310.90 ,299.35 ,1.67M,-0.03%
2019-09-09,304.30 ,306.80 ,312.13 ,297.78 ,2.05M,-0.83%
2019-09-08,306.84 ,299.71 ,310.14 ,295.22 ,1.75M,2.38%
2019-09-07,299.71 ,286.79 ,305.03 ,284.10 ,1.83M,4.49%
2019-09-06,286.84 ,292.68 ,301.20 ,280.42 ,2.05M,-1.99%
2019-09-05,292.68 ,294.11 ,295.86 ,285.38 ,1.63M,-0.49%
2019-09-04,294.12 ,300.00 ,301.35 ,292.36 ,1.58M,-1.95%
2019-09-03,299.98 ,293.00 ,306.04 ,292.47 ,2.18M,2.38%
2019-09-02,293.00 ,280.92 ,295.00 ,279.33 ,1.88M,4.30%
2019-09-01,280.93 ,279.26 ,283.03 ,273.56 ,1.40M,0.60%
2019-08-31,279.25 ,278.92 ,284.38 ,271.73 ,1.65M,0.11%
2019-08-30,278.93 ,279.86 ,283.96 ,270.67 ,1.76M,-0.31%
2019-08-29,279.80 ,291.96 ,292.18 ,275.72 ,2.07M,-4.17%
2019-08-28,291.97 ,308.46 ,309.86 ,286.13 ,1.99M,-5.34%
2019-08-27,308.45 ,311.20 ,313.05 ,303.78 ,1.48M,-0.88%
2019-08-26,311.20 ,305.54 ,314.87 ,304.89 ,1.72M,1.85%
2019-08-25,305.55 ,305.53 ,312.02 ,301.24 ,1.34M,0.01%
2019-08-24,305.52 ,315.56 ,316.14 ,299.73 ,1.64M,-3.18%
2019-08-23,315.55 ,311.90 ,318.03 ,305.41 ,1.65M,1.17%
2019-08-22,311.90 ,304.59 ,315.53 ,294.21 ,1.83M,2.17%
2019-08-21,305.29 ,315.32 ,316.16 ,289.40 ,2.10M,-3.16%
2019-08-20,315.24 ,324.76 ,325.86 ,311.59 ,1.40M,-2.93%
2019-08-19,324.75 ,317.05 ,327.48 ,313.44 ,1.44M,2.43%
2019-08-18,317.03 ,306.61 ,324.47 ,302.39 ,1.55M,3.41%
2019-08-17,306.59 ,308.44 ,312.33 ,300.43 ,1.40M,-0.62%
2019-08-16,308.51 ,314.30 ,315.90 ,300.09 ,2.17M,-1.87%
2019-08-15,314.39 ,311.55 ,321.94 ,270.96 ,3.45M,0.92%
2019-08-14,311.54 ,347.98 ,358.95 ,307.33 ,2.89M,-10.43%
2019-08-13,347.83 ,330.03 ,352.37 ,327.70 ,1.93M,5.40%
2019-08-12,330.03 ,339.13 ,340.19 ,328.88 ,1.41M,-2.69%
2019-08-11,339.13 ,316.12 ,343.69 ,313.83 ,1.58M,7.28%
2019-08-10,316.13 ,315.20 ,323.76 ,306.15 ,1.83M,0.30%
2019-08-09,315.19 ,333.85 ,334.53 ,308.92 ,1.82M,-5.59%
2019-08-08,333.86 ,338.22 ,339.43 ,326.57 ,1.63M,-1.29%
2019-08-07,338.23 ,335.90 ,346.11 ,331.46 ,1.59M,0.69%
2019-08-06,335.91 ,347.51 ,354.74 ,330.63 ,1.86M,-3.33%
2019-08-05,347.49 ,335.18 ,354.90 ,335.09 ,2.08M,3.69%
2019-08-04,335.11 ,335.42 ,338.47 ,329.08 ,1.40M,-0.08%
2019-08-03,335.39 ,327.84 ,348.20 ,326.14 ,1.65M,2.31%
2019-08-02,327.83 ,328.94 ,333.96 ,320.10 ,1.72M,-0.36%
2019-08-01,329.02 ,328.87 ,330.14 ,318.62 ,1.57M,0.05%
2019-07-31,328.87 ,317.99 ,335.97 ,317.67 ,1.95M,3.42%
2019-07-30,317.99 ,305.82 ,324.53 ,302.94 ,1.58M,3.98%
2019-07-29,305.82 ,310.57 ,314.69 ,302.43 ,1.61M,-1.37%
2019-07-28,310.07 ,305.50 ,312.55 ,291.18 ,1.62M,1.54%
2019-07-27,305.38 ,317.24 ,324.33 ,298.89 ,2.11M,-3.73%
2019-07-26,317.23 ,302.09 ,323.98 ,294.94 ,1.94M,5.02%
2019-07-25,302.07 ,302.34 ,311.55 ,294.54 ,1.82M,-0.08%
2019-07-24,302.33 ,297.93 ,308.08 ,282.69 ,2.28M,1.47%
2019-07-23,297.96 ,310.51 ,315.14 ,292.32 ,1.96M,-4.05%
2019-07-22,310.52 ,320.79 ,324.40 ,301.11 ,1.88M,-3.19%
2019-07-21,320.77 ,324.20 ,331.75 ,310.78 ,1.64M,-1.07%
2019-07-20,324.22 ,307.14 ,342.04 ,304.76 ,2.23M,5.56%
2019-07-19,307.14 ,314.16 ,315.09 ,295.30 ,2.08M,-2.23%
2019-07-18,314.15 ,291.32 ,322.51 ,284.36 ,2.87M,7.81%
2019-07-17,291.40 ,282.13 ,308.15 ,274.01 ,3.87M,3.33%
2019-07-16,282.01 ,313.54 ,317.00 ,267.74 ,3.97M,-10.06%
2019-07-15,313.55 ,281.20 ,324.90 ,252.32 ,4.26M,11.36%
2019-07-14,281.55 ,343.49 ,345.29 ,274.93 ,2.91M,-18.04%
2019-07-13,343.51 ,352.46 ,352.61 ,331.27 ,1.88M,-2.53%
2019-07-12,352.44 ,345.52 ,361.33 ,337.43 ,2.09M,2.01%
2019-07-11,345.48 ,389.59 ,389.61 ,318.31 ,3.60M,-11.32%
2019-07-10,389.58 ,414.67 ,422.26 ,379.47 ,2.06M,-6.05%
2019-07-09,414.67 ,416.73 ,427.17 ,409.90 ,1.41M,-0.50%
2019-07-08,416.75 ,410.45 ,418.80 ,404.61 ,1.23M,1.51%
2019-07-07,410.54 ,406.71 ,413.42 ,397.89 ,1.25M,0.94%
2019-07-06,406.71 ,399.40 ,417.15 ,398.88 ,1.35M,1.84%
2019-07-05,399.36 ,400.12 ,409.40 ,392.15 ,1.47M,-0.20%
2019-07-04,400.18 ,420.46 ,421.00 ,398.39 ,1.51M,-4.82%
2019-07-03,420.47 ,407.67 ,421.27 ,404.37 ,1.63M,3.14%
2019-07-02,407.67 ,417.89 ,423.32 ,383.52 ,2.14M,-2.41%
2019-07-01,417.74 ,402.25 ,421.24 ,389.76 ,2.17M,3.89%
2019-06-30,402.11 ,441.62 ,448.69 ,399.62 ,2.03M,-8.95%
2019-06-29,441.62 ,436.62 ,444.74 ,416.59 ,1.86M,1.14%
2019-06-28,436.63 ,417.00 ,441.96 ,404.12 ,2.45M,4.71%
2019-06-27,417.00 ,488.01 ,494.37 ,390.80 ,3.60M,-14.55%
2019-06-26,488.04 ,479.30 ,519.18 ,456.72 ,3.48M,1.84%
2019-06-25,479.23 ,479.60 ,485.44 ,467.17 ,2.29M,-0.07%
2019-06-24,479.57 ,478.08 ,479.70 ,463.93 ,1.87M,0.31%
2019-06-23,478.10 ,480.14 ,500.40 ,473.14 ,2.48M,-0.42%
2019-06-22,480.14 ,438.03 ,522.80 ,434.20 ,3.82M,9.60%
2019-06-21,438.08 ,413.74 ,439.95 ,413.19 ,2.06M,5.89%
2019-06-20,413.71 ,416.19 ,417.70 ,405.83 ,1.39M,-0.59%
2019-06-19,416.19 ,413.75 ,420.55 ,410.16 ,1.48M,0.59%
2019-06-18,413.76 ,430.86 ,431.09 ,403.13 ,1.75M,-3.92%
2019-06-17,430.62 ,426.84 ,437.28 ,425.04 ,1.45M,0.86%
2019-06-16,426.94 ,421.37 ,438.38 ,416.34 ,1.92M,1.32%
2019-06-15,421.37 ,419.71 ,424.89 ,411.29 ,1.51M,0.40%
2019-06-14,419.72 ,411.20 ,420.62 ,399.91 ,1.76M,2.07%
2019-06-13,411.20 ,395.19 ,423.30 ,393.84 ,2.22M,4.08%
2019-06-12,395.08 ,386.54 ,398.73 ,383.36 ,1.61M,2.22%
2019-06-11,386.51 ,393.13 ,395.96 ,378.81 ,1.43M,-1.69%
2019-06-10,393.14 ,380.37 ,397.96 ,374.29 ,1.83M,3.36%
2019-06-09,380.37 ,392.07 ,395.44 ,371.98 ,1.62M,-2.98%
2019-06-08,392.07 ,399.22 ,403.43 ,385.69 ,1.62M,-1.79%
2019-06-07,399.21 ,394.72 ,408.57 ,390.17 ,1.84M,1.14%
2019-06-06,394.72 ,396.70 ,402.68 ,370.90 ,1.96M,-0.48%
2019-06-05,396.61 ,382.59 ,412.18 ,380.20 ,2.52M,3.66%
2019-06-04,382.61 ,405.55 ,405.55 ,366.24 ,2.73M,-5.67%
2019-06-03,405.60 ,441.58 ,446.38 ,400.96 ,2.34M,-8.14%
2019-06-02,441.56 ,432.99 ,448.83 ,432.10 ,1.39M,1.98%
2019-06-01,433.00 ,443.38 ,448.40 ,429.13 ,1.60M,-2.34%
2019-05-31,443.38 ,421.96 ,444.40 ,415.53 ,2.11M,5.08%
2019-05-30,421.94 ,455.61 ,480.79 ,407.20 ,3.12M,-7.39%
2019-05-29,455.61 ,433.90 ,464.88 ,421.10 ,15.61M,5.03%
2019-05-28,433.79 ,439.40 ,443.76 ,426.43 ,1.68M,-1.28%
2019-05-27,439.41 ,428.69 ,456.25 ,421.15 ,2.62M,2.48%
2019-05-26,428.78 ,404.93 ,434.57 ,390.88 ,2.22M,5.89%
2019-05-25,404.94 ,407.79 ,413.93 ,398.44 ,1.49M,-0.71%
2019-05-24,407.85 ,403.86 ,420.28 ,393.85 ,2.49M,0.98%
2019-05-23,403.87 ,388.15 ,406.62 ,368.41 ,2.77M,4.11%
2019-05-22,387.92 ,414.78 ,422.29 ,382.55 ,2.65M,-6.49%
2019-05-21,414.82 ,412.03 ,443.73 ,399.57 ,2.85M,0.70%
2019-05-20,411.94 ,416.19 ,420.82 ,381.18 ,3.34M,-1.01%
2019-05-19,416.16 ,357.51 ,429.88 ,356.59 ,3.65M,16.41%
2019-05-18,357.51 ,367.20 ,373.63 ,350.22 ,2.45M,-2.66%
2019-05-17,367.26 ,398.51 ,411.17 ,338.48 ,4.33M,-7.85%
2019-05-16,398.53 ,401.87 ,447.42 ,382.64 ,5.10M,-0.91%
2019-05-15,402.19 ,389.22 ,407.01 ,370.50 ,3.27M,3.33%
2019-05-14,389.21 ,383.94 ,408.07 ,365.06 ,3.79M,1.40%
2019-05-13,383.83 ,355.54 ,402.31 ,347.97 ,4.53M,7.95%
2019-05-12,355.57 ,352.57 ,376.86 ,333.24 ,5.95M,0.81%
2019-05-11,352.70 ,286.91 ,382.51 ,286.91 ,4.89M,22.93%
2019-05-10,286.92 ,284.42 ,295.04 ,278.60 ,2.77M,0.89%
2019-05-09,284.39 ,286.29 ,293.37 ,277.70 ,2.30M,-0.68%
2019-05-08,286.33 ,285.65 ,288.72 ,275.81 ,2.26M,0.20%
2019-05-07,285.75 ,288.25 ,299.46 ,285.51 ,2.87M,-0.74%
2019-05-06,287.87 ,293.35 ,296.21 ,276.39 ,2.75M,-1.87%
2019-05-05,293.35 ,290.49 ,300.90 ,286.34 ,3.01M,0.97%
2019-05-04,290.55 ,292.64 ,312.98 ,271.86 ,4.17M,-0.72%
2019-05-03,292.64 ,269.47 ,296.96 ,267.47 ,3.19M,8.60%
2019-05-02,269.46 ,270.75 ,279.92 ,266.92 ,2.34M,-0.48%
2019-05-01,270.77 ,267.19 ,277.82 ,264.20 ,2.57M,1.34%
2019-04-30,267.19 ,238.30 ,267.53 ,235.24 ,2.96M,12.15%
2019-04-29,238.25 ,255.86 ,256.15 ,232.07 ,2.37M,-6.89%
2019-04-28,255.88 ,264.82 ,268.08 ,251.80 ,1.58M,-3.37%
2019-04-27,264.81 ,265.98 ,268.49 ,261.32 ,1.36M,-0.43%
2019-04-26,265.95 ,267.67 ,279.96 ,257.67 ,2.22M,-0.68%
2019-04-25,267.77 ,277.46 ,282.72 ,266.20 ,2.02M,-3.51%
2019-04-24,277.52 ,287.49 ,290.05 ,268.20 ,2.52M,-3.46%
2019-04-23,287.48 ,291.21 ,308.05 ,286.68 ,2.19M,-1.29%
2019-04-22,291.23 ,288.52 ,294.52 ,284.94 ,1.79M,0.94%
2019-04-21,288.53 ,298.96 ,301.78 ,278.55 ,1.99M,-3.49%
2019-04-20,298.95 ,305.32 ,308.24 ,293.86 ,1.41M,-2.08%
2019-04-19,305.32 ,305.57 ,309.63 ,290.79 ,1.98M,-0.08%
2019-04-18,305.57 ,308.87 ,313.03 ,303.04 ,1.66M,-1.07%
2019-04-17,308.87 ,315.38 ,319.86 ,303.30 ,1.84M,-2.07%
2019-04-16,315.40 ,312.49 ,324.31 ,302.28 ,1.62M,0.93%
2019-04-15,312.48 ,287.72 ,333.42 ,286.00 ,2.72M,8.60%
2019-04-14,287.74 ,277.28 ,289.34 ,272.34 ,827.30K,3.77%
2019-04-13,277.29 ,280.53 ,285.16 ,270.98 ,1.06M,-1.16%
2019-04-12,280.53 ,270.15 ,287.24 ,256.56 ,1.68M,3.84%
2019-04-11,270.16 ,304.47 ,305.13 ,254.16 ,2.26M,-11.25%
2019-04-10,304.40 ,293.66 ,311.97 ,292.84 ,1.06M,3.66%
2019-04-09,293.66 ,307.26 ,307.26 ,289.78 ,1.04M,-4.43%
2019-04-08,307.27 ,319.11 ,328.68 ,291.96 ,1.57M,-3.71%
2019-04-07,319.10 ,305.60 ,326.59 ,298.87 ,1.47M,4.41%
2019-04-06,305.63 ,291.93 ,330.95 ,283.71 ,1.61M,4.69%
2019-04-05,291.95 ,285.44 ,299.96 ,280.81 ,1.36M,2.27%
2019-04-04,285.46 ,300.80 ,319.12 ,273.19 ,2.51M,-5.10%
2019-04-03,300.81 ,241.25 ,345.59 ,240.79 ,35.51M,24.69%
2019-04-02,241.25 ,167.47 ,246.03 ,167.16 ,8.18M,44.06%
2019-04-01,167.47 ,168.84 ,169.79 ,166.83 ,1.13M,-0.81%
2019-03-31,168.84 ,167.11 ,169.03 ,165.07 ,1.15M,1.03%
2019-03-30,167.11 ,170.41 ,171.64 ,164.84 ,1.74M,-1.93%
2019-03-29,170.41 ,168.07 ,174.76 ,167.78 ,1.49M,1.39%
2019-03-28,168.06 ,170.86 ,171.35 ,165.82 ,1.48M,-1.64%
2019-03-27,170.86 ,159.30 ,173.17 ,158.62 ,2.78M,7.26%
2019-03-26,159.30 ,160.02 ,160.60 ,153.55 ,1.81M,-0.45%
2019-03-25,160.02 ,164.39 ,165.21 ,156.24 ,1.60M,-2.66%
2019-03-24,164.39 ,166.23 ,166.23 ,161.43 ,1.38M,-1.11%
2019-03-23,166.24 ,156.59 ,169.50 ,155.52 ,3.03M,6.17%
2019-03-22,156.58 ,152.96 ,159.12 ,151.33 ,1.19M,2.37%
2019-03-21,152.96 ,158.87 ,159.60 ,147.34 ,2.09M,-3.72%
2019-03-20,158.87 ,160.02 ,160.02 ,154.30 ,1.86M,-0.73%
2019-03-19,160.03 ,161.30 ,161.62 ,155.45 ,2.71M,-0.78%
2019-03-18,161.30 ,154.25 ,166.16 ,153.86 ,5.24M,4.57%
2019-03-17,154.25 ,155.73 ,157.40 ,147.01 ,3.85M,-0.95%
2019-03-16,155.73 ,143.38 ,160.80 ,143.37 ,5.66M,8.61%
2019-03-15,143.38 ,132.18 ,146.17 ,132.13 ,2.45M,8.47%
2019-03-14,132.18 ,127.98 ,134.83 ,127.61 ,1.60M,3.29%
2019-03-13,127.98 ,128.43 ,129.08 ,126.53 ,608.87K,-0.35%
2019-03-12,128.43 ,128.65 ,129.45 ,125.83 ,847.50K,-0.19%
2019-03-11,128.67 ,131.11 ,131.68 ,126.69 ,869.46K,-1.86%
2019-03-10,131.11 ,133.28 ,133.73 ,130.30 ,699.44K,-1.63%
2019-03-09,133.28 ,127.74 ,136.19 ,127.46 ,1.37M,4.35%
2019-03-08,127.73 ,130.54 ,132.07 ,126.12 ,886.66K,-2.15%
2019-03-07,130.54 ,131.15 ,133.21 ,130.11 ,924.25K,-0.46%
2019-03-06,131.15 ,132.03 ,133.05 ,128.97 ,1.22M,-0.67%
2019-03-05,132.03 ,123.26 ,133.18 ,122.74 ,1.05M,7.11%
2019-03-04,123.26 ,129.53 ,130.47 ,120.79 ,950.38K,-4.84%
2019-03-03,129.53 ,130.31 ,131.58 ,128.91 ,391.28K,-0.59%
