,period,username,date,retweets,favorites,hashtags,text
24,201923,APompliano,2019-09-23 22:26:23+00:00,385,1859,,Important message as we enter the next Bitcoin bull market: - BTC is very volatile - You can lose all of your money - Only invest what is ok to lose - Twitter is not investment advice - Don't buy BTC with credit cards - Keep low time preference - Do your own research 
25,201923,APompliano,2019-09-23 22:10:31+00:00,134,713,,"It has become incredibly rare for institutional investors to pass on a meeting about Bitcoin and crypto. They are more educated. More open minded. Much more interested. Ultimately, the industry has gotten too big and too strong to ignore now."
26,201923,APompliano,2019-09-23 12:06:35+00:00,153,662,,Bitcoin Joe dropping DIMES this morning to start off the week 
27,201923,APompliano,2019-09-23 12:02:32+00:00,61,235,,"[New Post] Many traditional investors are turned off by the enthusiasm and tribalism around Bitcoin. They are misunderstanding one important detail — Bitcoin isn't an investment, but rather a unit of account in a new financial system. "
28,201923,APompliano,2019-09-23 01:58:15+00:00,185,551,,WOW. This may be one of the most important things you read this week. Incredible work from @nfergus on digital currencies and the US/China economic war. (h/t @DTAPCAP) Digital currencies are the future and Bitcoin's potential is breathtaking. http://www.niallferguson.com/journalism/finance-economics/americas-power-is-on-a-financial-knife-edge
29,201923,lopp,2019-09-25 12:50:56+00:00,0,15,,This is taken directly from my Bitcoin node https://statoshi.info/dashboard/db/mining?panelId=2&amp;fullscreen&amp;from=1569184294606&amp;to=1569384623775
30,201923,lopp,2019-09-24 21:03:13+00:00,52,299,,"Don't buy bitcoin, it's practically guaranteed to crash. "
31,201923,VentureCoinist,2019-09-25 02:21:46+00:00,0,3,,it was an interesting question - how much bitcoin is too much Bitcoin? should you be allowed to have 100 or 1000 bitcoin? but immediately after posting the thread was already left vs right nonsense
32,201923,VentureCoinist,2019-09-25 02:20:42+00:00,0,39,,if you start tweeting about climate change instead of drawing random lines that directly impact the price of Bitcoin i’ll delete this app
33,201923,VentureCoinist,2019-09-25 02:18:17+00:00,5,141,,Deleting a retweet from Bernie. I hate seeing politics on my feed. Would much rather focus on Bitcoin.
34,201923,VentureCoinist,2019-09-24 17:28:51+00:00,0,5,,"watched a live-bet on stage from a project founder at Consensus in 2017: ""Bitcoin being worthless in X amount of years"" guess who made that bet"
35,201923,VentureCoinist,2019-09-23 23:00:06+00:00,31,180,,"This is the equivalent of going all-in on an obscure coin ranked 1870 on CoinMarketCap & that coin becoming the next $BTC. Someone bet $0.89 on a 20 team parlay. 19/20 bets won. If the Redskins beat the Bears tonight he wins $499,888. Potential win = 9700 sats into 51 Bitcoin. "
36,201923,TuurDemeester,2019-09-24 22:48:29+00:00,0,2,,"afaik it's a mix of things: patreon, podcasts, paywalled platforms, ..."
37,201923,TuurDemeester,2019-09-24 19:56:48+00:00,3,54,,*que bitcoin ultrabears*
38,201923,ToneVays,2019-09-25 21:01:45+00:00,6,52,#Bitcoin #Bitcoin,Trading #Bitcoin - Just a quick stream for a $BTC Update at this $8.5k low:
39,201923,ToneVays,2019-09-25 15:00:00+00:00,64,524,#Bitcoin #Bitcoin #stacksats,"I agree with @PeterSchiff, however the difference is that once it finds a bottom: above, at or below $4k, I will be going ALL IN on $BTC w/ whatever I can sell that's not nailed down! #Bitcoin #stacksats"
40,201923,ToneVays,2019-09-25 08:26:56+00:00,2,24,#Tbilisi #Bitcoin #Bitcoin,"If you are in #Tbilisi Georgia &amp; want to hang out with some #Bitcoin(ers), join us tomorrow night at 7pm to watch @GordonEinstein discuss the @Libra_ effect on Traditional Finance: https://www.facebook.com/events/499623437494553/"
41,201923,ToneVays,2019-09-25 05:44:58+00:00,14,142,#Bitcoin #Bitcoin,"Reading this thread from the top makes it clear that the #Bitcoin hashrate did NOT drop 30%, it was most likely a reporting issue. - Chose this tweet cause Emin loves to scream ""Fire"" on hypothetical $BTC threats, while only thinking about ""Unicorn"" future in shitcoins like $ETH"
42,201923,ToneVays,2019-09-24 19:31:29+00:00,11,96,#Bitcoin #Bitcoin,"Trading #Bitcoin w/ @Joe_Saz - Well... That Escalated Quickly, we just fell over $1,300 in 24 hours. So how bad can this get, are you ready?"
43,201923,ToneVays,2019-09-24 13:47:19+00:00,10,72,#Bitcoin #Bitcoin,"Trading #Bitcoin - We are on a Daily 9 Buy, what does that mean, TL;DR, looking for a 1-4 candle $BTC rally into top of the Triangle at $10,200 (also the area of an upcoming 50/128 Day Death Cross) then probably down into the countdown + Triangle Break:"
44,201923,ToneVays,2019-09-23 13:54:39+00:00,3,37,#Bitcoin #Bitcoin,Trading #Bitcoin from Rep. of Georgia - Back Under $10k but Still in the Descending Triangle. 
45,201923,adam3us,2019-09-25 20:57:49+00:00,0,0,,"the security of other forms of money are far more tenuous and yet they defacto work. we tend to assume the current threat model is the target just because it is what we have. my opinion is bitcoin continues to work, because holders &amp; service providers value it and need it to work"
46,201923,adam3us,2019-09-25 19:56:10+00:00,1,1,,"Well over time reward drops off anyway, long term Bitcoin security market will have to evolve based on fees or other cost of security models."
47,201923,adam3us,2019-09-25 19:53:34+00:00,0,2,,"No secret that I view Bitcoin as the durable value, expressed a view that we'd mid-term see a return to 90%+ dominance, and view alts as a permissionless casino - if people want to day trade them, it's a free world, but I'm not a believer in per alt longevity, nor in alt trend."
48,201923,adam3us,2019-09-24 23:36:28+00:00,0,4,,"It's not a big factor given BTC price dominance of SHA256 coins. Profitability normalizes to price shifts post difficulty adjustment. A lot of Bitcoin miners don't auto switch, as it's small and adds volatility risk to various alt/forks which you have to wait for maturity to sell"
49,201923,CharlieShrem,2019-09-25 16:58:06+00:00,0,2,,Nice to see you tweeting brother !
50,201923,CharlieShrem,2019-09-23 13:30:22+00:00,34,75,,"Altcoins Bounce Back, Bitcoin (BTC) Dominance Percentage Declines 3.6%, Is This the Beginning of ‘Altseason?' https://cryptoiq.co/altcoins-bounce-back-bitcoin-btc-dominance-percentage-declines-3-6-is-this-the-beginning-of-altseason/ via @_CryptoIQ"
51,201923,balajis,2019-09-23 19:12:52+00:00,1,18,,"Bitcoin: #1 by many metrics Ethereum: decentralized enough for the state to deem it not a security Libra: likely not decentralized enough Like Napster, Kazaa, BitTorrent each network is an experiment. How much complexity is needed to resist censorship? https://medium.com/@jbackus/minimum-viable-decentralization-d813dcf653fc"
52,201923,AriDavidPaul,2019-09-24 13:32:40+00:00,5,19,,"The most frustrating question I get about bitcoin goes something like, ""doesn't the big price decline prove that xxx""? Our adviser Ted Seides penned this article for Institutional Investor comparing bitcoin to Amazon. "
53,201923,AriDavidPaul,2019-09-23 09:01:30+00:00,0,0,,"2/ “bitcoiner” isn’t sufficient, because that includes people like myself who also see potential value in other protocols. I’ve heard “bitcoin minimalist” suggested, but that feels like the typical word degradation (aka mortician-&gt;undertaker-&gt;funeral director), and temporary."
54,201923,AriDavidPaul,2019-09-23 08:59:21+00:00,0,0,,"I think it’s usually used in a positive not normative way (ie as a descriptive not moralistic term.). What’s a good alternative, that’s not offensive, to refer to the self-described group of people who dismiss the value of any protocol other than bitcoin, in shorthand?"
55,201923,woonomic,2019-09-23 13:31:40+00:00,14,170,,"This quote was popular back in 2013 among Bitcoiners, in this cycle when Bitcoin broaches $1T, we’ll have a lot more economist in positions of authority poo poo Bitcoin. Their pay check is depends on backing the legacy monetary system, choosing not to see."
56,201923,laurashin,2019-09-24 17:19:49+00:00,10,33,,"On Unchained, @CremeDeLaCrypto of @blockchaincap, the 1st VC firm to tokenize a fund, covers how the firm chooses btwn equity vs. tokens, why he thinks BTC will take the lion’s share of the market, Bitcoin ETFs + its 66x return in http://Block.One"
57,201923,cryptomanran,2019-09-25 16:43:19+00:00,1,33,,DEFINITION: “Pompaganda” To spread only positive messages about Bitcoin. As done well by @APompliano. Example: Bitcoin hashing power down 30% and then back up. This is a glitch. Mining is decentralized! That is Pompaganda! Thanks @RichardHeartWin
58,201923,cryptomanran,2019-09-25 16:37:59+00:00,22,277,,"DEFINITION: To “Pomp” something... (Named after its founder @APompliano ) To link something unrelated to Bitcoin in a positive way. Example: WeWork CEO forced to step down, Bitcoin has no CEO! Buy Bitcoin! I just “Pomped it”"
59,201923,cryptomanran,2019-09-25 16:28:59+00:00,13,177,,It’s amazing how @APompliano has an amazing way of linking anything to Bitcoin and why Bitcoin will go up. So let’s start a little game called “Pomp it” . Name the topic and link it to why Bitcoin will go up! Ready? “My Uber arrived late...” ok Pomp it! 
